plotId	plotName	plotTypeSimulation	plotTypeData	datasetId	xLabel	yLabel
plot1	all_data	ScatterPlot	replicate	data113	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data114	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data115	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data116	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data117	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data118	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data119	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data120	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data121	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data122	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data123	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data124	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data125	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data126	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data127	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data128	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data129	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data130	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data131	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data132	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data133	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data134	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data135	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data136	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data137	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data138	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data139	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data140	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data141	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data142	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data143	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data144	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data145	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data146	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data147	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data148	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data149	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data150	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data151	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data152	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data153	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data154	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data155	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data156	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data157	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data158	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data159	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data160	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data161	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data162	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data163	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data164	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data165	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data166	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data167	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data168	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data169	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data170	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data171	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data172	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data173	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data174	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data175	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data176	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data177	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data178	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data179	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data180	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data181	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data182	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data183	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data184	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data185	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data186	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data187	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data188	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data189	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data190	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data191	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data192	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data193	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data194	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data195	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data196	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data197	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data198	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data199	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data200	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data201	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data202	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data203	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data204	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data205	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data206	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data207	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data208	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data209	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data210	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data211	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data212	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data213	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data214	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data215	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data216	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data217	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data218	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data219	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data220	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data221	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data222	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data223	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data224	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data225	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data226	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data227	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data228	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data229	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data230	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data231	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data232	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data233	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data234	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data235	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data236	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data237	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data238	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data239	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data240	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data241	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data242	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data243	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data244	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data245	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data246	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data247	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data248	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data249	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data250	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data251	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data252	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data253	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data254	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data255	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data256	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data257	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data258	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data259	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data260	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data261	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data262	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data263	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data264	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data265	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data266	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data267	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data268	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data269	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data270	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data271	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data272	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data273	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data274	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data275	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data276	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data277	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data278	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data279	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data280	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data281	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data282	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data283	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data284	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data285	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data286	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data287	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data288	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data289	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data290	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data291	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data292	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data293	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data294	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data295	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data296	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data297	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data298	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data299	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data300	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data301	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data302	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data303	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data304	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data305	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data306	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data307	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data308	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data309	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data310	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data311	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data312	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data313	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data314	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data315	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data316	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data317	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data318	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data319	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data320	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data321	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data322	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data323	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data324	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data325	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data326	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data327	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data328	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data329	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data330	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data331	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data332	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data333	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data334	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data335	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data336	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data337	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data338	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data339	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data340	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data341	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data342	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data343	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data344	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data345	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data346	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data347	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data348	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data349	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data350	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data351	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data352	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data353	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data354	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data355	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data356	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data357	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data358	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data359	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data360	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data361	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data362	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data363	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data364	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data365	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data366	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data367	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data368	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data369	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data370	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data371	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data372	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data373	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data374	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data375	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data376	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data377	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data378	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data379	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data380	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data381	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data382	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data383	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data384	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data385	Measured viability	Simulated viability
plot1	all_data	ScatterPlot	replicate	data386	Measured viability	Simulated viability
