observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	datasetId
observable_confirmed_infected		model1_Wuhan_Stage_II	2261	1		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	2639	2		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	3215	3		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	4109	4		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	5142	5		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	6384	6		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	8351	7		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	10117	8		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	11618	9		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	13603	10		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	14982	11		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	16902	12		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	18454	13		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_II	19558	14		sd_confirmed_infected_Wuhan_Stage_II	model1_data_observable_confirmed_infected_Wuhan_Stage_II
observable_confirmed_infected		model1_Wuhan_Stage_III	35991	0		sd_confirmed_infected_Wuhan_Stage_III	model1_data_observable_confirmed_infected_Wuhan_Stage_III
observable_confirmed_infected		model1_Wuhan_Stage_III	37914	1		sd_confirmed_infected_Wuhan_Stage_III	model1_data_observable_confirmed_infected_Wuhan_Stage_III
observable_confirmed_infected		model1_Wuhan_Stage_III	39462	2		sd_confirmed_infected_Wuhan_Stage_III	model1_data_observable_confirmed_infected_Wuhan_Stage_III
observable_confirmed_infected		model1_Wuhan_Stage_III	41152	3		sd_confirmed_infected_Wuhan_Stage_III	model1_data_observable_confirmed_infected_Wuhan_Stage_III
observable_confirmed_infected		model1_Wuhan_Stage_III	42752	4		sd_confirmed_infected_Wuhan_Stage_III	model1_data_observable_confirmed_infected_Wuhan_Stage_III
observable_confirmed_infected		model1_Wuhan_Stage_III	44412	5		sd_confirmed_infected_Wuhan_Stage_III	model1_data_observable_confirmed_infected_Wuhan_Stage_III
observable_confirmed_infected		model1_Wuhan_Stage_III	45027	6		sd_confirmed_infected_Wuhan_Stage_III	model1_data_observable_confirmed_infected_Wuhan_Stage_III
observable_confirmed_infected		model1_Hubei_Stage_I	12	15		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	12	16		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	19	17		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	54	18		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	157	19		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	434	20		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	725	21		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	1124	22		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	1649	23		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_I	2325	24		sd_confirmed_infected_Hubei_Stage_I	model1_data_observable_confirmed_infected_Hubei_Stage_I
observable_confirmed_infected		model1_Hubei_Stage_II	1649	0		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	2325	1		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	3167	2		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	3938	3		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	4965	4		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	6035	5		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	7138	6		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	8327	7		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	9548	8		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	10494	9		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	11350	10		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	12118	11		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	12729	12		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	12824	13		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_Hubei_Stage_II	13808	14		sd_confirmed_infected_Hubei_Stage_II	model1_data_observable_confirmed_infected_Hubei_Stage_II
observable_confirmed_infected		model1_China_Stage_I	21	30		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	65	31		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	127	32		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	281	33		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	558	34		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	923	35		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	1321	36		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	1801	37		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	2420	38		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_I	3125	39		sd_confirmed_infected_China_Stage_I	model1_data_observable_confirmed_infected_China_Stage_I
observable_confirmed_infected		model1_China_Stage_II	3886	0		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	4638	1		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	5306	2		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	6059	3		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	6949	4		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	7685	5		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	8395	6		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	9099	7		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	9645	8		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	10151	9		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	10604	10		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	10980	11		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	11364	12		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	11676	13		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
observable_confirmed_infected		model1_China_Stage_II	11946	14		sd_confirmed_infected_China_Stage_II	model1_data_observable_confirmed_infected_China_Stage_II
