observableId	preequilibrationConditionId	simulationConditionId	measurement	time	observableParameters	noiseParameters	datasetId
ERB_B1_P_tot		model1_data3	0	2250	EGFR_t	0.1	model1_data3_ERB_B1_P_tot
ERB_B1_P_tot		model1_data3	0	2400	EGFR_t	0.1	model1_data3_ERB_B1_P_tot
ERB_B1_P_tot		model1_data3	0	2700	EGFR_t	0.1	model1_data3_ERB_B1_P_tot
ERB_B1_P_tot		model1_data3	0	3600	EGFR_t	0.1	model1_data3_ERB_B1_P_tot
ERB_B1_P_tot		model1_data3	0	4500	EGFR_t	0.1	model1_data3_ERB_B1_P_tot
ERB_B1_P_tot		model1_data3	0	5400	EGFR_t	0.1	model1_data3_ERB_B1_P_tot
ERB_B1_P_tot		model1_data3	0	9000	EGFR_t	0.1	model1_data3_ERB_B1_P_tot
ERK_PP		model1_data3	0	1800	ERK_t	0.1	model1_data3_ERK_PP
ERK_PP		model1_data3	9.7	1950	ERK_t	3.4	model1_data3_ERK_PP
ERK_PP		model1_data3	46	2100	ERK_t	6.8	model1_data3_ERK_PP
ERK_PP		model1_data3	58	2250	ERK_t	1.9	model1_data3_ERK_PP
ERK_PP		model1_data3	54	2400	ERK_t	4	model1_data3_ERK_PP
ERK_PP		model1_data3	26	2700	ERK_t	4.3	model1_data3_ERK_PP
ERK_PP		model1_data3	27	3600	ERK_t	2.7	model1_data3_ERK_PP
ERK_PP		model1_data3	24	4500	ERK_t	1.2	model1_data3_ERK_PP
ERK_PP		model1_data3	23	5400	ERK_t	0.94	model1_data3_ERK_PP
ERK_PP		model1_data3	17	9000	ERK_t	2.3	model1_data3_ERK_PP
AKT_PP		model1_data3	0	1800	AKT_t	0.1	model1_data3_AKT_PP
AKT_PP		model1_data3	1.7	1950	AKT_t	0.98	model1_data3_AKT_PP
AKT_PP		model1_data3	44	2100	AKT_t	11.1	model1_data3_AKT_PP
AKT_PP		model1_data3	43	2250	AKT_t	5.6	model1_data3_AKT_PP
AKT_PP		model1_data3	50	2400	AKT_t	3.1	model1_data3_AKT_PP
AKT_PP		model1_data3	45	2700	AKT_t	4.5	model1_data3_AKT_PP
AKT_PP		model1_data3	35	3600	AKT_t	5.1	model1_data3_AKT_PP
AKT_PP		model1_data3	40	4500	AKT_t	14.1	model1_data3_AKT_PP
AKT_PP		model1_data3	28	5400	AKT_t	9.7	model1_data3_AKT_PP
AKT_PP		model1_data3	28	9000	AKT_t	5.6	model1_data3_AKT_PP
ERB_B1_P_tot		model1_data4	0	1800	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	1950	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	2100	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	2250	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	2400	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	2700	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	3600	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	4500	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	5400	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERB_B1_P_tot		model1_data4	0	9000	EGFR_t	0.1	model1_data4_ERB_B1_P_tot
ERK_PP		model1_data4	0	1800	ERK_t	0.1	model1_data4_ERK_PP
ERK_PP		model1_data4	7.9	1950	ERK_t	4.3	model1_data4_ERK_PP
ERK_PP		model1_data4	41	2100	ERK_t	1.1	model1_data4_ERK_PP
ERK_PP		model1_data4	37	2250	ERK_t	8.2	model1_data4_ERK_PP
ERK_PP		model1_data4	27	2400	ERK_t	4.7	model1_data4_ERK_PP
ERK_PP		model1_data4	17	2700	ERK_t	1.5	model1_data4_ERK_PP
ERK_PP		model1_data4	15	3600	ERK_t	1.04	model1_data4_ERK_PP
ERK_PP		model1_data4	9.4	4500	ERK_t	1.7	model1_data4_ERK_PP
ERK_PP		model1_data4	13	5400	ERK_t	3	model1_data4_ERK_PP
ERK_PP		model1_data4	11	9000	ERK_t	2.2	model1_data4_ERK_PP
AKT_PP		model1_data4	0	1800	AKT_t	0.1	model1_data4_AKT_PP
AKT_PP		model1_data4	0	1950	AKT_t	0.1	model1_data4_AKT_PP
AKT_PP		model1_data4	27	2100	AKT_t	4.6	model1_data4_AKT_PP
AKT_PP		model1_data4	35	2250	AKT_t	7.7	model1_data4_AKT_PP
AKT_PP		model1_data4	40	2400	AKT_t	3.6	model1_data4_AKT_PP
AKT_PP		model1_data4	46	2700	AKT_t	3.6	model1_data4_AKT_PP
AKT_PP		model1_data4	39	3600	AKT_t	1.6	model1_data4_AKT_PP
AKT_PP		model1_data4	25	4500	AKT_t	13.1	model1_data4_AKT_PP
AKT_PP		model1_data4	23	5400	AKT_t	13.1	model1_data4_AKT_PP
AKT_PP		model1_data4	27	9000	AKT_t	12.1	model1_data4_AKT_PP
