experimentId	observableId	measurement	time	observableParameters	noiseParameters	datasetId
experiment____model1_data13	observable_Insulin	15.168478	15.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	14.8315220000002	15.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	20.7336960000001	20.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	20.0380429999998	20.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	21.2336959999999	25.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	20.0706519999999	25.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	21.3315219999999	30.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	20.8097830000002	30.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	25.1358700000002	40.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	25.9510869999999	40.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	23.288043	50.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	23.9293479999999	50.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	15.4402169999999	60.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data13	observable_Insulin	15.0489130000002	60.0	offset_nExpID2;scaleElisa_nExpID2;fragments;km_nExpID2	std	model1_data13_Insulin
experiment____model1_data14	observable_Insulin	0.008336	15.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data14_Insulin
experiment____model1_data14	observable_Insulin	0.011193	15.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data14_Insulin
experiment____model1_data15	observable_Insulin	0.070243000000001	0.25	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.0731	0.25	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.062386	0.5	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.063814	0.5	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.054529	2.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.057386	2.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.102386	3.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.1181	3.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.052386000000001	4.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.050243000000001	4.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.067386	5.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.075957	5.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.1081	7.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.1181	7.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.130957	10.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.136671	10.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.265243	20.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.222386	20.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.243814	25.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.220957	25.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.1131	40.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.1281	40.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.2981	50.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.265243	50.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.318814	60.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data15	observable_Insulin	0.332386	60.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data15_Insulin
experiment____model1_data16	observable_Insulin	1.061852	0.25	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	1.091481	0.25	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	1.28037	0.5	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	1.165556	0.5	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	2.561852	2.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	2.51	2.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.321111	3.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.150741	3.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	1.365556	4.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	1.172963	4.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.99888899999999	5.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.324815	5.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	3.602593	7.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	3.432222	7.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	5.02111100000001	10.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	5.143333	10.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.350741	20.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.269259	20.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	7.93592600000001	25.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	7.728519	25.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	5.891481	40.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	5.317407	40.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.732222	50.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	4.613704	50.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	6.13963	60.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data16	observable_Insulin	5.806296	60.0	offset_nExpID3;scaleElisa_nExpID3;fragments;km_nExpID3	std	model1_data16_Insulin
experiment____model1_data17	observable_Insulin	1.455172	15.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data17_Insulin
experiment____model1_data17	observable_Insulin	1.144828	15.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data17_Insulin
experiment____model1_data18	observable_Insulin	39.0068970000003	0.25	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	37.2482760000001	0.25	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	35.6275860000002	0.5	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	34.3517239999997	0.5	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	37.7655169999998	1.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	36.3517240000001	1.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	40.2827589999999	2.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	39.1448279999998	2.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	29.5586209999998	3.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	27.9034479999999	3.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	32.0068969999999	4.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	31.17931	4.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	30.2827589999999	5.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	29.6620689999998	5.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	34.4206899999997	7.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	33.7310339999997	7.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	39.1103449999996	10.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	36.7310339999997	10.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	38.3172409999999	15.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	36.4551719999997	15.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	32.9724139999999	20.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	31.7999999999998	20.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	33.7655169999998	25.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	32.9724139999999	25.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	34.1103449999997	30.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	32.6275859999998	30.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	34.1793100000001	40.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	32.5586209999998	40.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
experiment____model1_data18	observable_Insulin	39.1793099999999	50.0	offset_nExpID4;scaleElisa_nExpID4;fragments;km_nExpID4	std	model1_data18_Insulin
