experimentId	observableId	measurement	time
experiment____model1_data1	S23IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.0	60
experiment____model1_data1	S23IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.0	60
experiment____model1_data2	S2IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	93.0690935610248	60
experiment____model1_data2	S2IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	87.3972952924734	60
experiment____model1_data2	S2IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.922551207358972	60
experiment____model1_data2	S2IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	1.44706880266669	60
experiment____model1_data2	S2IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	6.00835523161623	60
experiment____model1_data2	S2IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	11.1556359048599	60
experiment____model1_data2	S3IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	4.92518346452149	60
experiment____model1_data2	S3IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	94.1364394955195	60
experiment____model1_data2	S3IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.938377039959017	60
experiment____model1_data2	S4IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	16.5922475731623	60
experiment____model1_data2	S4IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.529782779611291	60
experiment____model1_data2	S4IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	82.8779696472264	60
experiment____model1_data2	S23IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	79.6734978974269	60
experiment____model1_data2	S23IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	79.4933046796658	60
experiment____model1_data2	S23IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	14.8357918686095	60
experiment____model1_data2	S23IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	13.2992954631344	60
experiment____model1_data2	S23IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	5.49071023396364	60
experiment____model1_data2	S23IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	7.20739985719976	60
experiment____model1_data2	S2IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	91.3220050477941	60
experiment____model1_data2	S2IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	86.7668354236785	60
experiment____model1_data2	S2IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	1.94504521107973	60
experiment____model1_data2	S2IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	3.75957163803817	60
experiment____model1_data2	S2IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	6.73294974112621	60
experiment____model1_data2	S2IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	9.47359293828338	60
experiment____model1_data2	S23IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	88.4932697821543	60
experiment____model1_data2	S23IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	80.5781381369237	60
experiment____model1_data2	S23IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	1.62347071533834	60
experiment____model1_data2	S23IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	3.94064334041333	60
experiment____model1_data2	S23IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	9.88325950250737	60
experiment____model1_data2	S23IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	15.4812185226629	60
experiment____model1_data2	S3IP_S3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	98.005724079405	60
experiment____model1_data2	S3IP_pS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	1.99427592059504	60
experiment____model1_data2	S3IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.0	60
experiment____model1_data2	S23IP_S3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	86.7744036938409	60
experiment____model1_data2	S23IP_S3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	83.3225497224833	60
experiment____model1_data2	S23IP_pS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	4.50758311713544	60
experiment____model1_data2	S23IP_pS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	10.0822292059556	60
experiment____model1_data2	S23IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	8.71801318902362	60
experiment____model1_data2	S23IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	6.59522107156115	60
experiment____model1_data3	S2IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	79.2623527133996	60
experiment____model1_data3	S2IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	79.4505873690715	60
experiment____model1_data3	S2IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	7.49838054039661	60
experiment____model1_data3	S2IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	5.74351329679708	60
experiment____model1_data3	S2IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	13.2392667462038	60
experiment____model1_data3	S2IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	14.8058993341314	60
experiment____model1_data3	S3IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	11.5214419854566	60
experiment____model1_data3	S3IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	87.7086057014175	60
experiment____model1_data3	S3IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.769952313125985	60
experiment____model1_data3	S4IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	16.6916197370894	60
experiment____model1_data3	S4IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	2.002269415239	60
experiment____model1_data3	S4IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	81.3061108476716	60
experiment____model1_data3	S23IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	77.0786384952744	60
experiment____model1_data3	S23IP_tS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	74.3568895426758	60
experiment____model1_data3	S23IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	15.9081778183834	60
experiment____model1_data3	S23IP_tS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	17.2601579101305	60
experiment____model1_data3	S23IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	7.01318368634214	60
experiment____model1_data3	S23IP_tS4_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	8.38295254719374	60
experiment____model1_data3	S2IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	47.6486400564262	60
experiment____model1_data3	S2IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	59.6607177364574	60
experiment____model1_data3	S2IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	6.54236341357936	60
experiment____model1_data3	S2IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	6.77623104658934	60
experiment____model1_data3	S2IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	45.8089965299944	60
experiment____model1_data3	S2IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	33.5630512169532	60
experiment____model1_data3	S3IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	5.59840512451794	60
experiment____model1_data3	S3IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.0	60
experiment____model1_data3	S3IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	94.4015948754821	60
experiment____model1_data3	S23IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	40.7337607305706	60
experiment____model1_data3	S23IP_S2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	52.1509492193923	60
experiment____model1_data3	S23IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	5.97043473599181	60
experiment____model1_data3	S23IP_pS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	7.43779689888436	60
experiment____model1_data3	S23IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	53.2958045334376	60
experiment____model1_data3	S23IP_ppS2_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	40.4112538817234	60
experiment____model1_data3	S2IP_S3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	0.760504778913901	60
experiment____model1_data3	S2IP_pS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	4.26569583734029	60
experiment____model1_data3	S2IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	94.9737993837458	60
experiment____model1_data3	S3IP_S3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	62.6124389965854	60
experiment____model1_data3	S3IP_pS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	18.4918381638447	60
experiment____model1_data3	S3IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	18.8957228395698	60
experiment____model1_data3	S23IP_S3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	39.5685939084282	60
experiment____model1_data3	S23IP_S3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	61.1839948641945	60
experiment____model1_data3	S23IP_pS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	14.4444003874498	60
experiment____model1_data3	S23IP_pS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	22.8720885952182	60
experiment____model1_data3	S23IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	45.987005704122	60
experiment____model1_data3	S23IP_ppS3_MSPL2_complexes_all_hepa16_no_single_complex_nExpID2	15.9439165405873	60
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	100.0	0
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	29.4026767800757	30
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	100.0	0
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	67.3281625991846	30
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	63.97750806196	120
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	92.7321680590823	240
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	94.6464110240172	0
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	73.8489759549208	30
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	41.5888819062305	90
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	47.912439777794	120
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	87.2227041958338	240
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	99.2455191337943	600
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	99.9167842941523	0
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	47.3893808947687	30
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	28.0249482458978	60
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	33.3448460277416	90
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	41.859562117399	120
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	77.9208862450096	240
experiment____model1_data4	S23IP_S2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	98.1633609898563	600
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	0
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	1.15595926418177	30
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	0
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	2.38196236219715	30
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	120
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	2.17639916984069	240
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.28292853830372	0
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.897278375512888	30
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	3.16251276958595	90
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	3.09274624105296	120
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.762326208303434	240
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.272163058075236	600
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0473489279940141	0
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	4.8385657949792	30
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	5.22086281549088	60
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	5.30805314593874	90
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	5.68214650949777	120
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	2.56841565026501	240
experiment____model1_data4	S23IP_pS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	600
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	0
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	69.4413639557425	30
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	0
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	30.2898750386182	30
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	36.02249193804	120
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	5.09143277107705	240
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	5.07066043767908	0
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	25.2537456695663	30
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	55.2486053241835	90
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	48.9948139811531	120
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	12.0149695958628	240
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.48231780813045	600
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0358667778537211	0
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	47.7720533102521	30
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	66.7541889386113	60
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	61.3471008263196	90
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	52.4582913731032	120
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	19.5106981047254	240
experiment____model1_data4	S23IP_ppS2_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	1.83663901014371	600
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	91.5615902549364	0
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	36.3404789403103	30
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	46.1660595701593	90
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	61.9297291067576	120
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	61.5941847963185	240
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	81.798671076746	600
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	100.0	0
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	43.6319359821238	30
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	37.4197099285213	60
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	41.5965260833748	90
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	50.8413155257616	120
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	83.0042219875256	240
experiment____model1_data4	S23IP_S3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	99.41754308324	600
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	2.49090105531306	0
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	10.5874790553261	30
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	3.89666628426076	90
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	6.64092681591881	120
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	5.42733730254946	240
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	2.7205011028907	600
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	0
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	11.7735196275139	30
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	12.591305648974	60
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	10.494633296677	90
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	13.1901948279891	120
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	4.1679243561974	240
experiment____model1_data4	S23IP_pS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	600
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	5.94750868975056	0
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	53.0720420043636	30
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	49.93727414558	90
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	31.4293440773236	120
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	32.9784779011321	240
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	15.4808278203633	600
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.0	0
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	44.5945443903623	30
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	49.9889844225047	60
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	47.9088406199481	90
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	35.9684896462493	120
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	12.827853656277	240
experiment____model1_data4	S23IP_ppS3_MSPL2_PL_hepa16_pS2_pS3_time_course_nExpID5	0.58245691675996	600
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	136.703365371862	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	121.514102552766	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	158.288107272682	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	153.491497961389	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	138.302235142293	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	147.096018879664	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	128.709016519706	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	142.299409568371	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	160.686411928329	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	167.881325895269	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	153.491497961389	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	137.502800257077	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	143.898279338802	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	135.104495601431	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	128.709016519706	0
experiment____model1_data5	S23IP_tS2_MSPL2_PL_PN_molecules_per_cell_hepa16_nExpID1	124.711842093628	0
