conditionId	targetId	targetValue
figure2B__0_0__1_3em10	indicator_foxo	0.0
figure2B__0_0__1_5em10	indicator_foxo	0.0
figure2B__0_0__2em10	indicator_foxo	0.0
figure2B__0_0__3_1em10	indicator_foxo	0.0
figure2B__0_0__4em10	indicator_foxo	0.0
figure2B__0_0__5em10	indicator_foxo	0.0
figure2B__0_0__1em09	indicator_foxo	0.0
figure2B__0_0__1_5em09	indicator_foxo	0.0
figure2B__0_0__2em09	indicator_foxo	0.0
figure2B__0_0__3em09	indicator_foxo	0.0
figure2B__0_0__5em09	indicator_foxo	0.0
figure2B__0_0__1em08	indicator_foxo	0.0
figure2B__0_0__1_5em08	indicator_foxo	0.0
figure2B__0_0__3em08	indicator_foxo	0.0
figure2B__0_0__5em08	indicator_foxo	0.0
figure2B__0_0__1em07	indicator_foxo	0.0
figure2B__0_0__3em07	indicator_foxo	0.0
figure2B__0_0__1em06	indicator_foxo	0.0
figure3B__0_0__5_0	indicator_foxo	1.0
figure3B__60_0__5_0	indicator_foxo	1.0
figure3B__0_0__0_0	k4	0.000333333
figure3B__60_0__0_0	k4	0.000333333
figure2C__0_0__500000	k4	0.000333333
figure2D__0_0__500000	k4	0.000333333
figure3C__0_0__0_0	k4	0.000333333
figure3C__5_0__0_0	k4	0.000333333
figure3C__10_0__0_0	k4	0.000333333
figure3C__20_0__0_0	k4	0.000333333
figure3C__50_0__0_0	k4	0.000333333
figure2B__0_0__1em14	k4	0.000333333
figure2B__0_0__1_5em11	k4	0.000333333
figure2B__0_0__2em11	k4	0.000333333
figure2B__0_0__3_5em11	k4	0.000333333
figure2B__0_0__4_5em11	k4	0.000333333
figure2B__0_0__5em11	k4	0.000333333
figure2B__0_0__1_3em10	k4	0.000333333
figure2B__0_0__1_5em10	k4	0.000333333
figure2B__0_0__2em10	k4	0.000333333
figure2B__0_0__3_1em10	k4	0.000333333
figure2B__0_0__4em10	k4	0.000333333
figure2B__0_0__5em10	k4	0.000333333
figure2B__0_0__1em09	k4	0.000333333
figure2B__0_0__1_5em09	k4	0.000333333
figure2B__0_0__2em09	k4	0.000333333
figure2B__0_0__3em09	k4	0.000333333
figure2B__0_0__5em09	k4	0.000333333
figure2B__0_0__1em08	k4	0.000333333
figure2B__0_0__1_5em08	k4	0.000333333
figure2B__0_0__3em08	k4	0.000333333
figure2B__0_0__5em08	k4	0.000333333
figure2B__0_0__1em07	k4	0.000333333
figure2B__0_0__3em07	k4	0.000333333
figure2B__0_0__1em06	k4	0.000333333
figure3B__0_0__5_0	k4	0.000333333
figure3B__60_0__5_0	k4	0.000333333
figure3B__0_0__0_0	kminus4	0.003
figure3B__60_0__0_0	kminus4	0.003
figure2C__0_0__500000	kminus4	0.003
figure2D__0_0__500000	kminus4	0.003
figure3C__0_0__0_0	kminus4	0.003
figure3C__5_0__0_0	kminus4	0.003
figure3C__10_0__0_0	kminus4	0.003
figure3C__20_0__0_0	kminus4	0.003
figure3C__50_0__0_0	kminus4	0.003
figure2B__0_0__1em14	kminus4	0.003
figure2B__0_0__1_5em11	kminus4	0.003
figure2B__0_0__2em11	kminus4	0.003
figure2B__0_0__3_5em11	kminus4	0.003
figure2B__0_0__4_5em11	kminus4	0.003
figure2B__0_0__5em11	kminus4	0.003
figure2B__0_0__1_3em10	kminus4	0.003
figure2B__0_0__1_5em10	kminus4	0.003
figure2B__0_0__2em10	kminus4	0.003
figure2B__0_0__3_1em10	kminus4	0.003
figure2B__0_0__4em10	kminus4	0.003
figure2B__0_0__5em10	kminus4	0.003
figure2B__0_0__1em09	kminus4	0.003
figure2B__0_0__1_5em09	kminus4	0.003
figure2B__0_0__2em09	kminus4	0.003
figure2B__0_0__3em09	kminus4	0.003
figure2B__0_0__5em09	kminus4	0.003
figure2B__0_0__1em08	kminus4	0.003
figure2B__0_0__1_5em08	kminus4	0.003
figure2B__0_0__3em08	kminus4	0.003
figure2B__0_0__5em08	kminus4	0.003
figure2B__0_0__1em07	kminus4	0.003
figure2B__0_0__3em07	kminus4	0.003
figure2B__0_0__1em06	kminus4	0.003
figure3B__0_0__5_0	kminus4	0.003
figure3B__60_0__5_0	kminus4	0.003
figure3B__0_0__0_0	k_irs1_basal_syn	130.0
figure3B__60_0__0_0	k_irs1_basal_syn	130.0
figure2C__0_0__500000	k_irs1_basal_syn	130.0
figure2D__0_0__500000	k_irs1_basal_syn	130.0
figure3C__0_0__0_0	k_irs1_basal_syn	130.0
figure3C__5_0__0_0	k_irs1_basal_syn	130.0
figure3C__10_0__0_0	k_irs1_basal_syn	130.0
figure3C__20_0__0_0	k_irs1_basal_syn	130.0
figure3C__50_0__0_0	k_irs1_basal_syn	130.0
figure2B__0_0__1em14	k_irs1_basal_syn	130.0
figure2B__0_0__1_5em11	k_irs1_basal_syn	130.0
figure2B__0_0__2em11	k_irs1_basal_syn	130.0
figure2B__0_0__3_5em11	k_irs1_basal_syn	130.0
figure2B__0_0__4_5em11	k_irs1_basal_syn	130.0
figure2B__0_0__5em11	k_irs1_basal_syn	130.0
figure2B__0_0__1_3em10	k_irs1_basal_syn	130.0
figure2B__0_0__1_5em10	k_irs1_basal_syn	130.0
figure2B__0_0__2em10	k_irs1_basal_syn	130.0
figure2B__0_0__3_1em10	k_irs1_basal_syn	130.0
figure2B__0_0__4em10	k_irs1_basal_syn	130.0
figure2B__0_0__5em10	k_irs1_basal_syn	130.0
figure2B__0_0__1em09	k_irs1_basal_syn	130.0
figure2B__0_0__1_5em09	k_irs1_basal_syn	130.0
figure2B__0_0__2em09	k_irs1_basal_syn	130.0
figure2B__0_0__3em09	k_irs1_basal_syn	130.0
figure2B__0_0__5em09	k_irs1_basal_syn	130.0
figure2B__0_0__1em08	k_irs1_basal_syn	130.0
figure2B__0_0__1_5em08	k_irs1_basal_syn	130.0
figure2B__0_0__3em08	k_irs1_basal_syn	130.0
figure2B__0_0__5em08	k_irs1_basal_syn	130.0
figure2B__0_0__1em07	k_irs1_basal_syn	130.0
figure2B__0_0__3em07	k_irs1_basal_syn	130.0
figure2B__0_0__1em06	k_irs1_basal_syn	130.0
figure3B__0_0__5_0	k_irs1_basal_syn	130.0
figure3B__60_0__5_0	k_irs1_basal_syn	130.0
figure3B__0_0__0_0	E2F1	150.0
figure3B__60_0__0_0	E2F1	150.0
figure3C__0_0__0_0	E2F1	150.0
figure3C__5_0__0_0	E2F1	150.0
figure3C__10_0__0_0	E2F1	150.0
figure3C__20_0__0_0	E2F1	150.0
figure3C__50_0__0_0	E2F1	150.0
figure3B__0_0__5_0	E2F1	150.0
figure3B__60_0__5_0	E2F1	150.0
