observableId	preequilibrationConditionId	simulationConditionId	simulation	time	observableParameters	noiseParameters
yPI4K3BpRN24	model1_data1	model1_data2	2.309697733574285	27.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3BpRN24	model1_data1	model1_data2	2.2366758405496894	30.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3BpRN24	model1_data1	model1_data2	1.0802187857788772	24.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3BpRN24	model1_data1	model1_data2	2.3782731940762316	24.25	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3BpRN24	model1_data1	model1_data2	2.41317158143404	25.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3BpRN24	model1_data1	model1_data2	1.0802187857788772	24.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3BpRN24	model1_data1	model1_data2	2.3782731940762316	24.25	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3BpRN24	model1_data1	model1_data2	2.41317158143404	25.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
yPI4K3Bt	model1_data1	model1_data2	80032724.70598248	24.0		std_yPI4K3Bt
yPI4K3Bt	model1_data1	model1_data2	80032724.70598248	24.0		std_yPI4K3Bt
yPI4K3Bt	model1_data1	model1_data2	80032724.70598248	24.0		std_yPI4K3Bt
yCERTt	model1_data1	model1_data2	74192014.9947	0.0		std_yCERTt
yCERTt	model1_data1	model1_data2	74192014.9947	0.0		std_yCERTt
yCERTt	model1_data1	model1_data2	74192014.9947	0.0		std_yCERTt
yPKDpN0	model1_data1	model1_data3	0.8888805862740757	0.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.4207434467497122	3.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.9102037164676444	6.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.849257987629888	24.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.370338925503499	24.25	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.2950291778808647	24.5	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.2212157390924743	25.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.1640455328241175	26.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.17592399103505	27.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	0.8888805862740757	0.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.4207434467497122	3.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.9102037164676444	6.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.849257987629888	24.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.370338925503499	24.25	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.2950291778808647	24.5	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.2212157390924743	25.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.1640455328241175	26.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.17592399103505	27.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	0.8888805862740757	0.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.4207434467497122	3.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.9102037164676444	6.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.849257987629888	24.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.370338925503499	24.25	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.2950291778808647	24.5	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.2212157390924743	25.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.1640455328241175	26.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	3.17592399103505	27.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	0.8888805862740757	0.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.4207434467497122	3.0	scale_yPKDpN0	std_yPKDpN0
yPKDpN0	model1_data1	model1_data3	1.9102037164676444	6.0	scale_yPKDpN0	std_yPKDpN0
yCERTpRN24	model1_data1	model1_data3	1.0073287335506356	24.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8975533837312761	24.25	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8747655641333039	24.5	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8589891962946686	25.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.848482214051166	26.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8529425762012464	27.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	1.0073287335506356	24.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8975533837312761	24.25	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8747655641333039	24.5	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8589891962946686	25.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.848482214051166	26.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8529425762012464	27.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	1.0073287335506356	24.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8975533837312761	24.25	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8747655641333039	24.5	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8589891962946686	25.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.848482214051166	26.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8529425762012464	27.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	1.0073287335506356	24.0	scale_yCERTpRN24	std_yCERTpRN24
yCERTpRN24	model1_data1	model1_data3	0.8747655641333039	24.5	scale_yCERTpRN24	std_yCERTpRN24
yPKDt	model1_data1	model1_data3	466658.66020000004	0.0		std_yPKDt
yPKDt	model1_data1	model1_data3	466658.66020000004	0.0		std_yPKDt
yPKDt	model1_data1	model1_data3	466658.66020000004	0.0		std_yPKDt
yPI4K3Bt	model1_data1	model1_data3	1909595.0435	0.0		std_yPI4K3Bt
yPI4K3Bt	model1_data1	model1_data3	1909595.0435	0.0		std_yPI4K3Bt
yPI4K3Bt	model1_data1	model1_data3	1909595.0435	0.0		std_yPI4K3Bt
yCERTt	model1_data1	model1_data3	450494196.6850407	24.0		std_yCERTt
yCERTt	model1_data1	model1_data3	450494196.6850407	24.0		std_yCERTt
yCERTt	model1_data1	model1_data3	450494196.6850407	24.0		std_yCERTt
