observableId	preequilibrationConditionId	simulationConditionId	measurement	time	datasetId
obs_cycA__nuc_median		wt	0.333612986	8049.518568	Nucleus
obs_cycA__nuc_median		wt	0.354279247	8228.125606	Nucleus
obs_cycA__nuc_median		wt	0.414801966	8407.056449	Nucleus
obs_cycA__nuc_median		wt	0.548394825	8586.312329	Nucleus
obs_cycA__nuc_median		wt	0.304089756	8765.894408	Nucleus
obs_cycA__nuc_median		wt	0.302613498	8945.803987	Nucleus
obs_cycA__nuc_median		wt	0.40889732	9126.042091	Nucleus
obs_cycA__nuc_median		wt	0.253900168	9306.61002	Nucleus
obs_cycA__nuc_median		wt	0.417754289	9487.508936	Nucleus
obs_cycA__nuc_median		wt	0.373469444	9668.740072	Nucleus
obs_cycA__nuc_median		wt	0.550609019	9850.304725	Nucleus
obs_cycA__nuc_median		wt	0.299661175	10032.20399	Nucleus
obs_cycA__nuc_median		wt	0.311470563	10214.43924	Nucleus
obs_cycA__nuc_median		wt	0.375683638	10397.01156	Nucleus
obs_cycA__nuc_median		wt	0.355017376	10579.9224	Nucleus
obs_cycA__nuc_median		wt	0.311470563	10763.17284	Nucleus
obs_cycA__nuc_median		wt	0.333612986	10946.76425	Nucleus
obs_cycA__nuc_median		wt	0.491562558	11130.6978	Nucleus
obs_cycA__nuc_median		wt	0.377897928	11314.97486	Nucleus
obs_cycA__nuc_median		wt	0.293756528	11499.59672	Nucleus
obs_cycA__nuc_median		wt	0.366088539	11684.56461	Nucleus
obs_cycA__nuc_median		wt	0.323279856	11869.87984	Nucleus
obs_cycA__nuc_median		wt	0.60375093	12055.54378	Nucleus
obs_cycA__nuc_median		wt	0.278994913	12241.55764	Nucleus
obs_cycA__nuc_median		wt	0.317375209	12427.92282	Nucleus
obs_cycA__nuc_median		wt	0.494514882	12614.64066	Nucleus
obs_cycA__nuc_median		wt	0.459824941	12801.71247	Nucleus
obs_cycA__nuc_median		wt	0.413325805	12989.13955	Nucleus
obs_cycA__nuc_median		wt	0.312946725	13176.92334	Nucleus
obs_cycA__nuc_median		wt	0.404468836	13365.06513	Nucleus
obs_cycA__nuc_median		wt	0.516657304	13553.56629	Nucleus
obs_cycA__nuc_median		wt	0.464991554	13742.42827	Nucleus
obs_cycA__nuc_median		wt	0.481229331	13931.65236	Nucleus
obs_cycA__nuc_median		wt	0.470896201	14121.23999	Nucleus
obs_cycA__nuc_median		wt	0.40889732	14311.1926	Nucleus
obs_cycA__nuc_median		wt	0.560204117	14501.51157	Nucleus
obs_cycA__nuc_median		wt	0.355755409	14692.19825	Nucleus
obs_cycA__nuc_median		wt	0.466467716	14883.25415	Nucleus
obs_cycA__nuc_median		wt	0.454658424	15074.68065	Nucleus
obs_cycA__nuc_median		wt	0.414801966	15266.47924	Nucleus
obs_cycA__nuc_median		wt	0.491562558	15458.65137	Nucleus
obs_cycA__nuc_median		wt	0.371993282	15651.1984	Nucleus
obs_cycA__nuc_median		wt	0.311470563	15844.12196	Nucleus
obs_cycA__nuc_median		wt	0.493038623	16037.42337	Nucleus
obs_cycA__nuc_median		wt	0.525514273	16231.10413	Nucleus
obs_cycA__nuc_median		wt	0.574965732	16425.16587	Nucleus
obs_cycA__nuc_median		wt	0.510752658	16619.60991	Nucleus
obs_cycA__nuc_median		wt	0.340993794	16814.43793	Nucleus
obs_cycA__nuc_median		wt	0.466467716	17009.65133	Nucleus
obs_cycA__nuc_median		wt	0.401516513	17205.25166	Nucleus
obs_cycA__nuc_median		wt	0.487133977	17401.24051	Nucleus
obs_cycA__nuc_median		wt	0.450229939	17597.61937	Nucleus
obs_cycA__nuc_median		wt	0.549132858	17794.38975	Nucleus
obs_cycA__nuc_median		wt	0.414063934	17991.55337	Nucleus
obs_cycA__nuc_median		wt	0.436944389	18189.11165	Nucleus
obs_cycA__nuc_median		wt	0.361660055	18387.06625	Nucleus
obs_cycA__nuc_median		wt	0.361660055	18585.41879	Nucleus
obs_cycA__nuc_median		wt	0.413325805	18784.17079	Nucleus
obs_cycA__nuc_median		wt	0.494514882	18983.32396	Nucleus
obs_cycA__nuc_median		wt	0.423659032	19182.8798	Nucleus
obs_cycA__nuc_median		wt	0.528466596	19382.84001	Nucleus
obs_cycA__nuc_median		wt	0.510752658	19583.20625	Nucleus
obs_cycA__nuc_median		wt	0.367564701	19783.98016	Nucleus
obs_cycA__nuc_median		wt	0.307042079	19985.16337	Nucleus
obs_cycA__nuc_median		wt	0.468682007	20186.75766	Nucleus
obs_cycA__nuc_median		wt	0.411849643	20388.76455	Nucleus
obs_cycA__nuc_median		wt	0.46056307	20591.1858	Nucleus
obs_cycA__nuc_median		wt	0.552085181	20794.02319	Nucleus
obs_cycA__nuc_median		wt	0.26570946	20997.27831	Nucleus
obs_cycA__nuc_median		wt	0.467943877	21200.95299	Nucleus
obs_cycA__nuc_median		wt	0.311470563	21405.04894	Nucleus
obs_cycA__nuc_median		wt	0.438420647	21609.56781	Nucleus
obs_cycA__nuc_median		wt	0.51222882	21814.51152	Nucleus
obs_cycA__nuc_median		wt	0.555037504	22019.8817	Nucleus
obs_cycA__nuc_median		wt	0.312946725	22225.6802	Nucleus
obs_cycA__nuc_median		wt	0.547656696	22431.9088	Nucleus
obs_cycA__nuc_median		wt	0.415540095	22638.56921	Nucleus
obs_cycA__nuc_median		wt	0.447277616	22845.66341	Nucleus
obs_cycA__nuc_median		wt	0.411849643	23053.19311	Nucleus
obs_cycA__nuc_median		wt	0.468682007	23261.16023	Nucleus
obs_cycA__nuc_median		wt	0.453182262	23469.56648	Nucleus
obs_cycA__nuc_median		wt	0.395611867	23678.41384	Nucleus
obs_cycA__nuc_median		wt	0.521085789	23887.70416	Nucleus
obs_cycA__nuc_median		wt	0.594155832	24097.43929	Nucleus
obs_cycA__nuc_median		wt	0.473110491	24307.62114	Nucleus
obs_cycA__nuc_median		wt	0.377897928	24518.25162	Nucleus
obs_cycA__nuc_median		wt	0.529204629	24729.33265	Nucleus
obs_cycA__nuc_median		wt	0.450967972	24940.86615	Nucleus
obs_cycA__nuc_median		wt	0.459824941	25152.85409	Nucleus
obs_cycA__nuc_median		wt	0.453182262	25365.29834	Nucleus
obs_cycA__nuc_median		wt	0.506324174	25578.201	Nucleus
obs_cycA__nuc_median		wt	0.524776144	25791.56399	Nucleus
obs_cycA__nuc_median		wt	0.470896201	26005.3893	Nucleus
obs_cycA__nuc_median		wt	0.370517024	26219.67898	Nucleus
obs_cycA__nuc_median		wt	0.332136825	26434.43493	Nucleus
obs_cycA__nuc_median		wt	0.497467205	26649.6593	Nucleus
obs_cycA__nuc_median		wt	0.478277008	26865.35411	Nucleus
obs_cycA__nuc_median		wt	0.580132346	27081.52144	Nucleus
obs_cycA__nuc_median		wt	0.596370123	27298.16332	Nucleus
obs_cycA__nuc_median		wt	0.363136216	27515.28189	Nucleus
obs_cycA__nuc_median		wt	0.445801455	27732.87918	Nucleus
obs_cycA__nuc_median		wt	0.637702645	27950.9574	Nucleus
obs_cycA__nuc_median		wt	0.608179415	28169.51858	Nucleus
obs_cycA__nuc_median		wt	0.627369611	28388.56493	Nucleus
obs_cycA__nuc_median		wt	0.439896809	28608.09863	Nucleus
obs_cycA__nuc_median		wt	0.489348268	28828.12173	Nucleus
obs_cycA__nuc_median		wt	0.44137297	29048.63656	Nucleus
obs_cycA__nuc_median		wt	0.442849132	29269.6453	Nucleus
obs_cycA__nuc_median		wt	0.560204117	29491.15009	Nucleus
obs_cycA__nuc_median		wt	0.668702134	29713.15316	Nucleus
obs_cycA__nuc_median		wt	0.529204629	29935.65686	Nucleus
obs_cycA__nuc_median		wt	0.689368395	30158.66336	Nucleus
obs_cycA__nuc_median		wt	0.715939399	30382.175	Nucleus
obs_cycA__nuc_median		wt	0.711510914	30606.19403	Nucleus
obs_cycA__nuc_median		wt	0.591941638	30830.72277	Nucleus
obs_cycA__nuc_median		wt	0.681987587	31055.76356	Nucleus
obs_cycA__nuc_median		wt	0.552085181	31281.31872	Nucleus
obs_cycA__nuc_median		wt	0.817794737	31507.39063	Nucleus
obs_cycA__nuc_median		wt	0.739557983	31733.98164	Nucleus
obs_cycA__nuc_median		wt	1.05398087	31961.09413	Nucleus
obs_cycA__nuc_median		wt	0.664273649	32188.73056	Nucleus
obs_cycA__nuc_median		wt	0.801556864	32416.89326	Nucleus
obs_cycA__nuc_median		wt	0.766128987	32645.58476	Nucleus
obs_cycA__nuc_median		wt	0.709296624	32874.80752	Nucleus
obs_cycA__nuc_median		wt	0.817794737	33104.56395	Nucleus
obs_cycA__nuc_median		wt	0.946220886	33334.85655	Nucleus
obs_cycA__nuc_median		wt	0.859127259	33565.68788	Nucleus
obs_cycA__nuc_median		wt	1.062837839	33797.06039	Nucleus
obs_cycA__nuc_median		wt	0.586775025	34028.97668	Nucleus
obs_cycA__nuc_median		wt	0.785319087	34261.43934	Nucleus
obs_cycA__nuc_median		wt	0.805985348	34494.45085	Nucleus
obs_cycA__nuc_median		wt	1.123360461	34728.01394	Nucleus
obs_cycA__nuc_median		wt	0.918173817	34962.13106	Nucleus
obs_cycA__nuc_median		wt	0.69601117	35196.80503	Nucleus
obs_cycA__nuc_median		wt	0.935887755	35432.03838	Nucleus
obs_cycA__nuc_median		wt	0.742510306	35667.83377	Nucleus
obs_cycA__nuc_median		wt	0.943268563	35904.194	Nucleus
obs_cycA__nuc_median		wt	0.924078463	36141.12168	Nucleus
obs_cycA__nuc_median		wt	0.715939399	36378.61962	Nucleus
obs_cycA__nuc_median		wt	1.528567426	36616.69054	Nucleus
obs_cycA__nuc_median		wt	1.125574848	36855.33718	Nucleus
obs_cycA__nuc_median		wt	0.68493991	37094.56235	Nucleus
obs_cycA__nuc_median		wt	1.041433448	37334.36892	Nucleus
obs_cycA__nuc_median		wt	0.805985348	37574.75962	Nucleus
obs_cycA__nuc_median		wt	1.125574848	37815.73741	Nucleus
obs_cycA__nuc_median		wt	1.740396845	38057.30507	Nucleus
obs_cycA__nuc_median		wt	0.910792912	38299.46549	Nucleus
obs_cycA__nuc_median		wt	1.692421547	38542.22167	Nucleus
obs_cycA__nuc_median		wt	1.783205626	38785.57656	Nucleus
obs_cycA__nuc_median		wt	1.207501861	39029.53303	Nucleus
obs_cycA__nuc_median		wt	1.995773271	39274.09408	Nucleus
obs_cycA__nuc_median		wt	0.93145927	39519.26273	Nucleus
obs_cycA__nuc_median		wt	1.097527683	39765.04206	Nucleus
obs_cycA__nuc_median		wt	1.346261237	40011.43507	Nucleus
obs_cycA__nuc_median		wt	1.710873711	40258.44477	Nucleus
obs_cycA__nuc_median		wt	1.70939755	40506.07439	Nucleus
obs_cycA__nuc_median		wt	1.24883448	40754.32692	Nucleus
obs_cycA__nuc_median		wt	1.516758134	41003.20559	Nucleus
obs_cycA__nuc_median		wt	1.908679645	41252.71353	Nucleus
obs_cycA__nuc_median		wt	1.428926378	41502.85398	Nucleus
obs_cycA__nuc_median		wt	1.279095743	41753.63006	Nucleus
obs_cycA__nuc_median		wt	1.451068898	42005.04507	Nucleus
obs_cycA__nuc_median		wt	1.206025699	42257.10228	Nucleus
obs_cycA__nuc_median		wt	1.558828785	42509.80499	Nucleus
obs_cycA__nuc_median		wt	1.139598334	42763.15647	Nucleus
obs_cycA__nuc_median		wt	1.62525615	43017.16	Nucleus
obs_cycA__nuc_median		wt	1.707921388	43271.81909	Nucleus
obs_cycA__nuc_median		wt	1.415640925	43527.13707	Nucleus
obs_cycA__nuc_median		wt	1.628208473	43783.11736	Nucleus
obs_cycA__nuc_median		wt	1.272453064	44039.7634	Nucleus
obs_cycA__nuc_median		wt	1.296809778	44297.07866	Nucleus
obs_cycA__nuc_median		wt	1.706445227	44555.06656	Nucleus
obs_cycA__nuc_median		wt	1.446640316	44813.73081	Nucleus
obs_cycA__nuc_median		wt	1.498306066	45073.07481	Nucleus
obs_cycA__nuc_median		wt	1.570638077	45333.1022	Nucleus
obs_cycA__nuc_median		wt	2.445265081	45593.81659	Nucleus
obs_cycA__nuc_median		wt	1.346261237	45855.22163	Nucleus
obs_cycA__nuc_median		wt	1.448116478	46117.32099	Nucleus
obs_cycA__nuc_median		wt	1.930822164	46380.1183	Nucleus
obs_cycA__nuc_median		wt	2.164055877	46643.6174	Nucleus
obs_cycA__nuc_median		wt	2.072533863	46907.82191	Nucleus
obs_cycA__nuc_median		wt	1.882108544	47172.73572	Nucleus
obs_cycA__nuc_median		wt	1.222263476	47438.36268	Nucleus
obs_cycA__nuc_median		wt	1.439259606	47704.70653	Nucleus
obs_cycA__nuc_median		wt	1.17797863	47971.77119	Nucleus
obs_cycA__nuc_median		wt	1.344047043	48239.56061	Nucleus
obs_cycA__nuc_median		wt	1.27835771	48508.07876	Nucleus
obs_cycA__nuc_median		wt	1.303452553	48777.32948	Nucleus
obs_cycA__nuc_median		wt	1.47321132	49047.31693	Nucleus
obs_cycA__nuc_median		wt	1.769920172	49318.04502	Nucleus
obs_cycA__nuc_median		wt	2.251887632	49589.51799	Nucleus
obs_cycA__nuc_median		wt	1.985440043	49861.73973	Nucleus
obs_cycA__nuc_median		wt	1.391284211	50134.71462	Nucleus
obs_cycA__nuc_median		wt	1.829704858	50408.44663	Nucleus
obs_cycA__nuc_median		wt	1.549971816	50682.94014	Nucleus
obs_cycA__nuc_median		wt	1.947059844	50958.19925	Nucleus
obs_cycA__nuc_median		wt	1.166169338	51234.22834	Nucleus
obs_cycA__nuc_median		wt	1.988392366	51511.03178	Nucleus
obs_cycA__nuc_median		wt	1.815681276	51788.61376	Nucleus
obs_cycA__nuc_median		wt	1.992820948	52066.97878	Nucleus
obs_cycA__nuc_median		wt	1.471735159	52346.13128	Nucleus
obs_cycA__nuc_median		wt	2.249673438	52626.07572	Nucleus
obs_cycA__nuc_median		wt	2.255577988	52906.81655	Nucleus
obs_cycA__nuc_median		wt	1.827490665	53188.3584	Nucleus
obs_cycA__nuc_median		wt	1.330761492	53470.70574	Nucleus
obs_cycA__nuc_median		wt	1.439259606	53753.86334	Nucleus
obs_cycA__nuc_median		wt	0.963934824	54037.83572	Nucleus
obs_cycA__nuc_median		wt	1.620089536	54322.62767	Nucleus
obs_cycA__nuc_median		wt	1.17576434	54608.24391	Nucleus
obs_cycA__nuc_median		wt	1.107122781	54894.68922	Nucleus
obs_cycA__nuc_median		wt	1.950012167	55181.9684	Nucleus
obs_cycA__nuc_median		wt	1.468782836	55470.08644	Nucleus
obs_cycA__nuc_median		wt	1.626732408	55759.04805	Nucleus
obs_cycA__nuc_median		wt	1.22669196	56048.85837	Nucleus
obs_cycA__nuc_median		wt	2.375147264	56339.52233	Nucleus
obs_cycA__nuc_median		wt	1.017076735	56631.04497	Nucleus
obs_cycA__nuc_median		wt	1.386855727	56923.43138	Nucleus
obs_cycA__nuc_median		wt	1.431140669	57216.68673	Nucleus
obs_cycA__nuc_median		wt	1.976583074	57510.8161	Nucleus
obs_cycA__nuc_median		wt	2.655618435	57805.82482	Nucleus
obs_cycA__nuc_median		wt	1.978059333	58101.71809	Nucleus
obs_cycA__nuc_median		wt	1.751468105	58398.50132	Nucleus
obs_cycA__nuc_median		wt	3.013588038	58696.17983	Nucleus
obs_cycA__nuc_median		wt	2.626095012	58994.75896	Nucleus
obs_cycA__nuc_median		wt	1.896870352	59294.24432	Nucleus
obs_cycA__nuc_median		wt	2.236387791	59594.64132	Nucleus
obs_cycA__nuc_median		wt	1.622303827	59895.95557	Nucleus
obs_cycA__nuc_median		wt	2.634213948	60198.19266	Nucleus
obs_cycA__nuc_median		wt	2.831281849	60501.35836	Nucleus
obs_cycA__nuc_median		wt	1.759587041	60805.45826	Nucleus
obs_cycA__nuc_median		wt	2.915423152	61110.49818	Nucleus
obs_cycA__nuc_median		wt	2.262958892	61416.48394	Nucleus
obs_cycA__nuc_median		wt	2.15888936	61723.42149	Nucleus
obs_cycA__nuc_median		wt	3.502198274	62031.31677	Nucleus
obs_cycA__nuc_median		wt	2.524239867	62340.17567	Nucleus
obs_cycA__nuc_median		wt	3.271178755	62650.00427	Nucleus
obs_cycA__nuc_median		wt	2.440098564	62960.80874	Nucleus
obs_cycA__nuc_median		wt	2.610595364	63272.59523	Nucleus
obs_cycA__nuc_median		wt	2.506525832	63585.36996	Nucleus
obs_cycA__nuc_median		wt	2.570000971	63899.13923	Nucleus
obs_cycA__nuc_median		wt	4.049116647	64213.90933	Nucleus
obs_cycA__nuc_median		wt	3.389271869	64529.68668	Nucleus
obs_cycA__nuc_median		wt	2.741973932	64846.47773	Nucleus
obs_cycA__nuc_median		wt	2.481431086	65164.28909	Nucleus
obs_cycA__nuc_median		wt	2.850471949	65483.12735	Nucleus
obs_cycA__nuc_median		wt	2.133056485	65802.99906	Nucleus
obs_cycA__nuc_median		wt	2.843091238	66123.911	Nucleus
obs_cycA__nuc_median		wt	3.529507117	66445.87	Nucleus
obs_cycA__nuc_median		wt	2.868185984	66768.88285	Nucleus
obs_cycA__nuc_median		wt	3.246821945	67092.95651	Nucleus
obs_cycA__nuc_median		wt	0.658369003	67418.09796	Nucleus
obs_cycA__nuc_median		wt	0.866508067	67744.31425	Nucleus
obs_cycA__nuc_median		wt	0.631797999	68071.61256	Nucleus
obs_cycA__nuc_median		wt	0.760224341	68400	Nucleus
obs_cycA__nuc_median		wt	0.619988707	68564.60446	Nucleus
obs_cycA__nuc_median		wt	0.634750419	68729.48389	Nucleus
obs_cycA__nuc_median		wt	0.673130618	68894.63932	Nucleus
obs_cycA__nuc_median		wt	0.556513665	69060.07163	Nucleus
obs_cycA__nuc_median		wt	0.413325805	69225.78171	Nucleus
obs_cycA__nuc_median		wt	0.463515393	69391.77059	Nucleus
obs_cycA__nuc_median		wt	0.321803694	69558.03909	Nucleus
obs_cycA__nuc_median		wt	1.018552993	69724.58823	Nucleus
obs_cycA__nuc_median		wt	0.618512546	69891.41891	Nucleus
obs_cycA__nuc_median		wt	0.823699383	70058.53215	Nucleus
obs_cycA__nuc_median		wt	0.535847404	70225.9289	Nucleus
obs_cycA__nuc_median		wt	0.420706612	70393.61007	Nucleus
obs_cycA__nuc_median		wt	0.487133977	70561.5766	Nucleus
obs_cycA__nuc_median		wt	0.453920295	70729.82958	Nucleus
obs_cycA__nuc_median		wt	0.46056307	70898.36992	Nucleus
obs_cycA__nuc_median		wt	0.729962885	71067.19863	Nucleus
obs_cycA__nuc_median		wt	0.439896809	71236.3166	Nucleus
obs_cycA__nuc_median		wt	0.569799119	71405.725	Nucleus
obs_cycA__nuc_median		wt	0.622202998	71575.42465	Nucleus
obs_cycA__nuc_median		wt	0.340993794	71745.41664	Nucleus
obs_cycA__nuc_median		wt	0.407421159	71915.70207	Nucleus
obs_cycA__nuc_median		wt	0.4900863	72086.28175	Nucleus
obs_cycA__nuc_median		wt	0.581608508	72257.15685	Nucleus
obs_cycA__nuc_median		wt	0.494514785	72428.32833	Nucleus
obs_cycA__nuc_median		wt	0.500419528	72599.79728	Nucleus
obs_cycA__nuc_median		wt	0.289328044	72771.56466	Nucleus
obs_cycA__nuc_median		wt	0.283423398	72943.63156	Nucleus
obs_cycA__nuc_median		wt	0.524776144	73115.99901	Nucleus
obs_cycA__nuc_median		wt	0.305565917	73288.66804	Nucleus
obs_cycA__nuc_median		wt	0.296708852	73461.63974	Nucleus
obs_cycA__nuc_median		wt	0.330660663	73634.9152	Nucleus
obs_cycA__nuc_median		wt	0.296708852	73808.49546	Nucleus
obs_cycA__nuc_median		wt	0.29523269	73982.38159	Nucleus
obs_cycA__nuc_median		wt	0.525514273	74156.57464	Nucleus
obs_cycA__nuc_median		wt	0.305565917	74331.0757	Nucleus
obs_cycA__nuc_median		wt	0.42808742	74505.88592	Nucleus
obs_cycA__nuc_median		wt	0.296708852	74681.00634	Nucleus
obs_cycA__nuc_median		wt	0.34689844	74856.43811	Nucleus
obs_cycA__nuc_median		wt	0.407421159	75032.18233	Nucleus
obs_cycA__nuc_median		wt	0.557989827	75208.2401	Nucleus
obs_cycA__nuc_median		wt	0.386754897	75384.61251	Nucleus
obs_cycA__nuc_median		wt	0.320327532	75561.30072	Nucleus
obs_cycA__nuc_median		wt	0.321803694	75738.30583	Nucleus
obs_cycA__nuc_median		wt	0.386754897	75915.62907	Nucleus
obs_cycA__nuc_median		wt	0.34689844	76093.27146	Nucleus
obs_cycA__nuc_median		wt	0.488610139	76271.23424	Nucleus
obs_cycA__nuc_median		wt	0.333612986	76449.51857	Nucleus
obs_cycA__nuc_median		wt	0.354279247	76628.12561	Nucleus
obs_cycA__nuc_median		wt	0.414801966	76807.05645	Nucleus
obs_cycA__nuc_median		wt	0.548394825	76986.31233	Nucleus
obs_cycA__nuc_median		wt	0.304089756	77165.89441	Nucleus
obs_cycA__nuc_median		wt	0.302613498	77345.80399	Nucleus
obs_cycA__nuc_median		wt	0.40889732	77526.04209	Nucleus
obs_cycA__nuc_median		wt	0.253900168	77706.61002	Nucleus
obs_cycA__nuc_median		wt	0.417754289	77887.50894	Nucleus
obs_cycA__nuc_median		wt	0.373469444	78068.74007	Nucleus
obs_cycA__nuc_median		wt	0.550609019	78250.30473	Nucleus
obs_cycA__nuc_median		wt	0.299661175	78432.20399	Nucleus
obs_cycA__nuc_median		wt	0.311470563	78614.43924	Nucleus
obs_cycA__nuc_median		wt	0.375683638	78797.01156	Nucleus
obs_cycA__nuc_median		wt	0.355017376	78979.9224	Nucleus
obs_cycA__nuc_median		wt	0.311470563	79163.17284	Nucleus
obs_cycA__nuc_median		wt	0.333612986	79346.76425	Nucleus
obs_cycA__nuc_median		wt	0.491562558	79530.6978	Nucleus
obs_cycA__nuc_median		wt	0.377897928	79714.97486	Nucleus
obs_cycA__nuc_median		wt	0.293756528	79899.59672	Nucleus
obs_cycA__nuc_median		wt	0.366088539	80084.56461	Nucleus
obs_cycA__nuc_median		wt	0.323279856	80269.87984	Nucleus
obs_cycA__nuc_median		wt	0.60375093	80455.54378	Nucleus
obs_cycA__nuc_median		wt	0.278994913	80641.55764	Nucleus
obs_cycA__nuc_median		wt	0.317375209	80827.92282	Nucleus
obs_cycA__nuc_median		wt	0.494514882	81014.64066	Nucleus
obs_cycA__nuc_median		wt	0.459824941	81201.71247	Nucleus
obs_cycA__nuc_median		wt	0.413325805	81389.13955	Nucleus
obs_cycA__nuc_median		wt	0.312946725	81576.92334	Nucleus
obs_cycA__nuc_median		wt	0.404468836	81765.06513	Nucleus
obs_cycA__nuc_median		wt	0.516657304	81953.56629	Nucleus
obs_cycA__nuc_median		wt	0.464991554	82142.42827	Nucleus
obs_cycA__nuc_median		wt	0.481229331	82331.65236	Nucleus
obs_cycA__nuc_median		wt	0.470896201	82521.23999	Nucleus
obs_cycA__nuc_median		wt	0.40889732	82711.1926	Nucleus
obs_cycA__nuc_median		wt	0.560204117	82901.51157	Nucleus
obs_cycA__nuc_median		wt	0.355755409	83092.19825	Nucleus
obs_cycA__nuc_median		wt	0.466467716	83283.25415	Nucleus
obs_cycA__nuc_median		wt	0.454658424	83474.68065	Nucleus
obs_cycA__nuc_median		wt	0.414801966	83666.47924	Nucleus
obs_cycA__nuc_median		wt	0.491562558	83858.65137	Nucleus
obs_cycA__nuc_median		wt	0.371993282	84051.1984	Nucleus
obs_cycA__nuc_median		wt	0.311470563	84244.12196	Nucleus
obs_cycA__nuc_median		wt	0.493038623	84437.42337	Nucleus
obs_cycA__nuc_median		wt	0.525514273	84631.10413	Nucleus
obs_cycA__nuc_median		wt	0.574965732	84825.16587	Nucleus
obs_cycA__nuc_median		wt	0.510752658	85019.60991	Nucleus
obs_cycA__nuc_median		wt	0.340993794	85214.43793	Nucleus
obs_cycA__nuc_median		wt	0.466467716	85409.65133	Nucleus
obs_cycA__nuc_median		wt	0.401516513	85605.25166	Nucleus
obs_cycA__nuc_median		wt	0.487133977	85801.24051	Nucleus
obs_cycA__nuc_median		wt	0.450229939	85997.61937	Nucleus
obs_cycA__nuc_median		wt	0.549132858	86194.38975	Nucleus
obs_cycA__nuc_median		wt	0.414063934	86391.55337	Nucleus
obs_cycA__nuc_median		wt	0.436944389	86589.11165	Nucleus
obs_cycA__nuc_median		wt	0.361660055	86787.06625	Nucleus
obs_cycA__nuc_median		wt	0.361660055	86985.41879	Nucleus
obs_cycA__nuc_median		wt	0.413325805	87184.17079	Nucleus
obs_cycA__nuc_median		wt	0.494514882	87383.32396	Nucleus
obs_cycA__nuc_median		wt	0.423659032	87582.8798	Nucleus
obs_cycA__nuc_median		wt	0.528466596	87782.84001	Nucleus
obs_cycA__nuc_median		wt	0.510752658	87983.20625	Nucleus
obs_cycA__nuc_median		wt	0.367564701	88183.98016	Nucleus
