parameterId	parameterName	lowerBound	upperBound	nominalValue	estimate	priorParameters
p_p21_turn	p_p21_turn	0.01	1.0	0.9999999999999213	true	
p_p53_act_atm	p_p53_act_atm	0.01	1.0	0.17266754231557666	true	
p_p53_act_atr	p_p53_act_atr	1e-05	1.0	1.000000000000092e-05	true	
p_p53_act_chk1	p_p53_act_chk1	1e-05	1000.0	1.0000000000085424e-05	true	
p_p53_act_chk2	p_p53_act_chk2	1e-05	1000.0	0.05123913415198176	true	
p_wip1_mrna_turn	p_wip1_mrna_turn	0.1	10.0	3.401016300696056	true	
p_wip1_turn	p_wip1_turn	0.1	10.0	3.41164292406599	true	
scale_p21_mRNA_fold	scale_p21_mRNA_fold	1e-05	1000.0	19.80629123796992	true	
scale_patm_au	scale_patm_au	1e-05	1000.0	0.9204521777169525	true	
scale_pchk1_au	scale_pchk1_au	1e-05	1000.0	1.050009497949471	true	
scale_pchk2_au	scale_pchk2_au	1e-05	1000.0	1.5255622653671697	true	
scale_pdnapk_au	scale_pdnapk_au	1e-05	1000.0	0.46781331017373756	true	
scale_pp53_au	scale_pp53_au	1e-05	1000.0	1.1357598257673152	true	
scale_tp21_au	scale_tp21_au	1e-05	1000.0	3.9178550677340596	true	
scale_tp53_au	scale_tp53_au	1e-05	1000.0	1.4313361828755429	true	
scale_wip1_mRNA_fold	scale_wip1_mRNA_fold	1e-05	1000.0	2.2770003237741387	true	
scale_yh2ax_au	scale_yh2ax_au	1e-05	1000.0	60.50316673653378	true	
sd_count_abs	sd_count_abs	1e-05	1000.0	0.1	true	
sd_count_casp_abs	sd_count_casp_abs	1e-05	1000.0	0.1	true	
sd_p21_mRNA_fold	sd_p21_mRNA_fold	1e-05	1000.0	1.0	true	
sd_patm_au	sd_patm_au	1e-05	1000.0	0.07943282347242814	true	
sd_pchk1_au	sd_pchk1_au	1e-05	1000.0	0.1	true	
sd_pchk2_au	sd_pchk2_au	1e-05	1000.0	0.31622776601683794	true	
sd_pdnapk_au	sd_pdnapk_au	1e-05	1000.0	0.19952623149688797	true	
sd_pp53_au	sd_pp53_au	1e-05	1000.0	0.19952623149688797	true	
sd_tp21_au	sd_tp21_au	1e-05	1000.0	0.31622776601683794	true	
sd_tp53_au	sd_tp53_au	1e-05	1000.0	0.19952623149688797	true	
sd_wip1_mRNA_fold	sd_wip1_mRNA_fold	1e-05	1000.0	1.0	true	
sd_yh2ax_au	sd_yh2ax_au	1e-05	1000.0	0.12589254117941673	true	
