experimentId	observableId	measurement	time	observableParameters	noiseParameters
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.61621282952105	24.5	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	1.78641923752277	25.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.50705897265739	27.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.34829016141024	30.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	1.0	24.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	1.84134591431001	24.17	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	1.75292250662634	24.25	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.67541127200715	24.5	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	1.87980465913391	25.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.55858399985995	27.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.61259755888868	30.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	1.0	24.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.91675866029864	24.25	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.77524433527846	25.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	1.0	24.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.73995006687584	24.25	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3BpRN24	2.67654460874697	25.0	scale_yPI4K3BpRN24	std_yPI4K3BpRN24
experiment__model1_data1___model1_data2	yPI4K3Bt	80034335.2791175	24.0		std_yPI4K3Bt
experiment__model1_data1___model1_data2	yPI4K3Bt	80034335.2791175	24.0		std_yPI4K3Bt
experiment__model1_data1___model1_data2	yPI4K3Bt	80034335.2791175	24.0		std_yPI4K3Bt
experiment__model1_data1___model1_data2	yCERTt	509860.755350048	0.0		std_yCERTt
experiment__model1_data1___model1_data2	yCERTt	509860.755350048	0.0		std_yCERTt
experiment__model1_data1___model1_data2	yCERTt	509860.755350048	0.0		std_yCERTt
experiment__model1_data1___model1_data3	yPKDpN0	1.0	0.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	2.06291920069505	3.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.69749033340629	6.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	6.19962898581843	24.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	4.5143921764898	24.25	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	5.67508619692301	24.5	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	5.74540765108806	25.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	4.61972736400037	26.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	3.924655415699	27.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.0	0.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.7144030399485	3.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.72091177522576	6.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	3.26187766886831	24.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	2.7968843997272	24.25	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	2.64929280923813	24.5	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	2.49079102046721	25.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.63371003743017	26.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	2.9095039545272	27.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.0	0.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.46471943994649	3.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.98960943497944	6.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	3.46661672424327	24.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.42776218239401	24.25	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.95707567410542	24.5	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	2.24289745043056	25.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	3.19320545814318	26.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.2777568346302	27.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.0	0.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.1691272731288	3.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yPKDpN0	1.71919841003077	6.0	scale_yPKDpN0	std_yPKDpN0
experiment__model1_data1___model1_data3	yCERTpRN24	1.0	24.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.962124586579204	24.25	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.949774247758145	24.5	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.895086315126613	25.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.886876862369963	26.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.91777751401838	27.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	1.0	24.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.748911635410365	24.25	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.84635189057218	24.5	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.854434581881533	25.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.709758930359761	26.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.889224346797661	27.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	1.0	24.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.979999065095507	24.25	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.788311235582776	24.5	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.808386776427916	25.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.867731427052725	26.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.829811409766956	27.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	1.0	24.0	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yCERTpRN24	0.971393151131259	24.5	scale_yCERTpRN24	std_yCERTpRN24
experiment__model1_data1___model1_data3	yPKDt	466570.237448675	0.0		std_yPKDt
experiment__model1_data1___model1_data3	yPKDt	466570.237448675	0.0		std_yPKDt
experiment__model1_data1___model1_data3	yPKDt	466570.237448675	0.0		std_yPKDt
experiment__model1_data1___model1_data3	yPI4K3Bt	1910527.83511041	0.0		std_yPI4K3Bt
experiment__model1_data1___model1_data3	yPI4K3Bt	1910527.83511041	0.0		std_yPI4K3Bt
experiment__model1_data1___model1_data3	yPI4K3Bt	1910527.83511041	0.0		std_yPI4K3Bt
experiment__model1_data1___model1_data3	yCERTt	465126404.56577	24.0		std_yCERTt
experiment__model1_data1___model1_data3	yCERTt	465126404.56577	24.0		std_yCERTt
experiment__model1_data1___model1_data3	yCERTt	465126404.56577	24.0		std_yCERTt
