conditionId	targetId	targetValue
model1_data19	init_EpoRJAK2_CIS	0.0
model1_data20	init_EpoRJAK2_CIS	0.0
model1_data21	init_EpoRJAK2_CIS	0.0
model1_data22	init_EpoRJAK2_CIS	0.0
model1_data23	init_EpoRJAK2_CIS	0.0
model1_data24	init_EpoRJAK2_CIS	0.0
model1_data25	init_EpoRJAK2_CIS	0.0
model1_data26	init_EpoRJAK2_CIS	0.0
model1_data27	init_EpoRJAK2_CIS	0.0
model1_data30	init_EpoRJAK2_CIS	0.0
model1_data31	init_EpoRJAK2_CIS	0.0
model1_data32	init_EpoRJAK2_CIS	0.0
model1_data33	init_EpoRJAK2_CIS	0.0
model1_data38	init_EpoRJAK2_CIS	0.0
model1_data39	init_EpoRJAK2_CIS	0.0
model1_data40	init_EpoRJAK2_CIS	0.0
model1_data41	init_EpoRJAK2_CIS	0.0
model1_data42	init_EpoRJAK2_CIS	0.0
model1_data1	init_SHP1_multiplier	0.0
model1_data2	init_SHP1_multiplier	0.0
model1_data3	init_SHP1_multiplier	0.0
model1_data4	init_SHP1_multiplier	0.0
model1_data5	init_SHP1_multiplier	0.0
model1_data6	init_SHP1_multiplier	0.0
model1_data7	init_SHP1_multiplier	0.0
model1_data8	init_SHP1_multiplier	0.0
model1_data9	init_SHP1_multiplier	0.0
model1_data10	init_SHP1_multiplier	0.0
model1_data11	init_SHP1_multiplier	0.0
model1_data12	init_SHP1_multiplier	0.0
model1_data13	init_SHP1_multiplier	0.0
model1_data14	init_SHP1_multiplier	1.0
model1_data15	init_SHP1_multiplier	0.0
model1_data16	init_SHP1_multiplier	0.0
model1_data17	init_SHP1_multiplier	0.0
model1_data18	init_SHP1_multiplier	0.0
model1_data19	init_SHP1_multiplier	0.0
model1_data20	init_SHP1_multiplier	0.0
model1_data21	init_SHP1_multiplier	0.0
model1_data22	init_SHP1_multiplier	0.0
model1_data23	init_SHP1_multiplier	0.0
model1_data24	init_SHP1_multiplier	0.0
model1_data25	init_SHP1_multiplier	0.0
model1_data26	init_SHP1_multiplier	0.0
model1_data27	init_SHP1_multiplier	0.0
model1_data30	init_SHP1_multiplier	0.0
model1_data31	init_SHP1_multiplier	0.0
model1_data32	init_SHP1_multiplier	0.0
model1_data33	init_SHP1_multiplier	0.0
model1_data38	init_SHP1_multiplier	0.0
model1_data39	init_SHP1_multiplier	0.0
model1_data40	init_SHP1_multiplier	0.0
model1_data41	init_SHP1_multiplier	0.0
model1_data42	init_SHP1_multiplier	0.0
model1_data1	init_SOCS3_multiplier	0.0
model1_data2	init_SOCS3_multiplier	0.0
model1_data3	init_SOCS3_multiplier	0.0
model1_data4	init_SOCS3_multiplier	0.0
model1_data5	init_SOCS3_multiplier	0.0
model1_data6	init_SOCS3_multiplier	0.0
model1_data7	init_SOCS3_multiplier	0.0
model1_data8	init_SOCS3_multiplier	0.0
model1_data9	init_SOCS3_multiplier	0.0
model1_data10	init_SOCS3_multiplier	0.0
model1_data11	init_SOCS3_multiplier	0.0
model1_data12	init_SOCS3_multiplier	1.0
model1_data13	init_SOCS3_multiplier	0.0
model1_data14	init_SOCS3_multiplier	0.0
model1_data15	init_SOCS3_multiplier	0.0
model1_data16	init_SOCS3_multiplier	0.0
model1_data17	init_SOCS3_multiplier	0.0
model1_data18	init_SOCS3_multiplier	0.0
model1_data19	init_SOCS3_multiplier	0.0
model1_data20	init_SOCS3_multiplier	0.0
model1_data21	init_SOCS3_multiplier	0.0
model1_data22	init_SOCS3_multiplier	0.0
model1_data23	init_SOCS3_multiplier	0.0
model1_data24	init_SOCS3_multiplier	0.0
model1_data25	init_SOCS3_multiplier	0.0
model1_data26	init_SOCS3_multiplier	0.0
model1_data27	init_SOCS3_multiplier	0.0
model1_data30	init_SOCS3_multiplier	0.0
model1_data31	init_SOCS3_multiplier	0.0
model1_data32	init_SOCS3_multiplier	0.0
model1_data33	init_SOCS3_multiplier	0.0
model1_data38	init_SOCS3_multiplier	0.0
model1_data39	init_SOCS3_multiplier	0.0
model1_data40	init_SOCS3_multiplier	0.0
model1_data41	init_SOCS3_multiplier	0.0
model1_data42	init_SOCS3_multiplier	0.0
