conditionId	targetId	targetValue
wt	_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_	ic_wt_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332u_
wt	_Nuc__E2F_DBD_1_RB1_Ser332u__E2F_promoter_E2F_1_	ic_wt_Nuc__E2F_DBD_1_RB1_Ser332u__E2F_promoter_E2F_1_
wt	_Nuc__E2F_DBD_1_RB1_Ser332u__FBXO5_promoter_E2F_1_	ic_wt_Nuc__E2F_DBD_1_RB1_Ser332u__FBXO5_promoter_E2F_1_
wt	_Nuc__E2F_DBD_1_RB1_Ser332u__FOXM1_promoter_E2F_1_	ic_wt_Nuc__E2F_DBD_1_RB1_Ser332u__FOXM1_promoter_E2F_1_
wt	_Nuc__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_	ic_wt_Nuc__CCNE_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_
wt	_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_	ic_wt_Nuc__CCNA_promoter_E2F_1__E2F_DBD_1_RB1_Ser332p_
wt	_Nuc__E2F_DBD_1_RB1_Ser332p__E2F_promoter_E2F_1_	ic_wt_Nuc__E2F_DBD_1_RB1_Ser332p__E2F_promoter_E2F_1_
wt	_Nuc__E2F_DBD_1_RB1_Ser332p__FBXO5_promoter_E2F_1_	ic_wt_Nuc__E2F_DBD_1_RB1_Ser332p__FBXO5_promoter_E2F_1_
wt	_Nuc__E2F_DBD_1_RB1_Ser332p__FOXM1_promoter_E2F_1_	ic_wt_Nuc__E2F_DBD_1_RB1_Ser332p__FOXM1_promoter_E2F_1_
wt	_Nuc__SKP2	ic_wt_Nuc__SKP2
wt	_Nuc__TP53_DBD_Ser15p_	ic_wt_Nuc__TP53_DBD_Ser15p_
wt	_Nuc__CDKN1A_promoter_TP53_	ic_wt_Nuc__CDKN1A_promoter_TP53_
wt	_Nuc__FOXO_DBD_	ic_wt_Nuc__FOXO_DBD_
wt	_Nuc__CDKN1B_promoter_FOXO_	ic_wt_Nuc__CDKN1B_promoter_FOXO_
wt	_Nuc__CDKN1A_promoter_TP53_1__TP53_DBD_1_Ser15p_	ic_wt_Nuc__CDKN1A_promoter_TP53_1__TP53_DBD_1_Ser15p_
wt	_Cyt__CDKN1A_CCNE_A_B_Ser130u_	ic_wt_Cyt__CDKN1A_CCNE_A_B_Ser130u_
wt	_Nuc__CDKN1B_promoter_FOXO_1__FOXO_DBD_1_	ic_wt_Nuc__CDKN1B_promoter_FOXO_1__FOXO_DBD_1_
wt	_Cyt__CDKN1B_CCNE_A_Thr187u_	ic_wt_Cyt__CDKN1B_CCNE_A_Thr187u_
wt	_Cyt__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Cyt__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Cyt__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Cyt__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Cyt__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Cyt__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Cyt__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Cyt__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Cyt__CDKN1A_CCNE_A_B_Ser130p_	ic_wt_Cyt__CDKN1A_CCNE_A_B_Ser130p_
wt	_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_	ic_wt_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_
wt	_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_	ic_wt_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_
wt	_Cyt__CDKN1B_CCNE_A_Thr187p_	ic_wt_Cyt__CDKN1B_CCNE_A_Thr187p_
wt	_Nuc__CDKN1A_CCNE_A_B_Ser130u_	ic_wt_Nuc__CDKN1A_CCNE_A_B_Ser130u_
wt	_Nuc__CDKN1B_CCNE_A_Thr187u_	ic_wt_Nuc__CDKN1B_CCNE_A_Thr187u_
wt	_Nuc__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Nuc__CCNA_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Nuc__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Nuc__CCNE_CDKN1A_B_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Nuc__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Nuc__CCNB_CDK1_Thr14_Tyr15u_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Nuc__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_	ic_wt_Nuc__CCNB_CDK1_Thr14_Tyr15p_CDKN1A_1__CDKN1A_CCNE_A_B_1_Ser130u_
wt	_Nuc__CDKN1A_CCNE_A_B_Ser130p_	ic_wt_Nuc__CDKN1A_CCNE_A_B_Ser130p_
wt	_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_	ic_wt_Cyt__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_
wt	_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_	ic_wt_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_
wt	_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_	ic_wt_Cyt__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_
wt	_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_	ic_wt_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187u_
wt	_Nuc__CDKN1B_CCNE_A_Thr187p_	ic_wt_Nuc__CDKN1B_CCNE_A_Thr187p_
wt	_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_	ic_wt_Nuc__CCNA_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_
wt	_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_	ic_wt_Nuc__CCNE_CDKN1A_B_1__CDKN1B_CCNE_A_1_Thr187p_
