plotId	plotName	plotTypeData	plotTypeSimulation	xLabel	xScale	yLabel	yScale	legendEntry	yValues	xValues	xOffset	yOffset	datasetId
plot52	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	EGFR	lin	FM, EGF 5, CET 0, Time [min] 1	EGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_11
plot52	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	EGFR	lin	FM, EGF 5, CET 0, Time [min] 15	EGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_12
plot52	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	EGFR	lin	FM, EGF 5, CET 1, Time [min] 1	EGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_13
plot52	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	EGFR	lin	FM, EGF 5, CET 1, Time [min] 15	EGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_14
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	HM, EGF 0, CET 0, Time [min] 0	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_1
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	HM, EGF 0, CET 1, Time [min] 1	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_2
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	HM, EGF 100, CET 0, Time [min] 1	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_3
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	HM, EGF 100, CET 0, Time [min] 5	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_4
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	HM, EGF 100, CET 0, Time [min] 30	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_5
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	HM, EGF 30, CET 0, Time [min] 1	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_6
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	HM, EGF 30, CET 1, Time [min] 1	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_7
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	FM, EGF 0, CET 0, Time [min] 0	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_8
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	FM, EGF 0, CET 1, Time [min] 1	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_9
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	FM, EGF 0, CET 1, Time [min] 15	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_10
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	FM, EGF 5, CET 0, Time [min] 1	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_11
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	FM, EGF 5, CET 0, Time [min] 15	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_12
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	FM, EGF 5, CET 1, Time [min] 1	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_13
plot53	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pAKT	lin	FM, EGF 5, CET 1, Time [min] 15	pAKT_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_14
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	HM, EGF 0, CET 0, Time [min] 0	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_1
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	HM, EGF 0, CET 1, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_2
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	HM, EGF 100, CET 0, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_3
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	HM, EGF 100, CET 0, Time [min] 5	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_4
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	HM, EGF 100, CET 0, Time [min] 30	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_5
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	HM, EGF 30, CET 0, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_6
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	HM, EGF 30, CET 1, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_7
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 0, CET 0, Time [min] 0	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_8
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 0, CET 1, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_9
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 0, CET 1, Time [min] 15	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_10
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 5, CET 0, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_11
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 5, CET 0, Time [min] 15	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_12
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 5, CET 1, Time [min] 1	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_13
plot54	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pEGFR	lin	FM, EGF 5, CET 1, Time [min] 15	pEGFR_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_14
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 0, CET 0, Time [min] 0	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_1
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 0, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_2
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 100, CET 0, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_3
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 100, CET 0, Time [min] 5	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_4
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 100, CET 0, Time [min] 30	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_5
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 30, CET 0, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_6
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	HM, EGF 30, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_7
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 0, CET 0, Time [min] 0	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_8
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 0, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_9
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 0, CET 1, Time [min] 15	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_10
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 0, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_11
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 0, Time [min] 15	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_12
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 1, Time [min] 1	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_13
plot55	MKN1 cell line	MeanAndSD	BarPlot	time [min]	lin	pMAPK	lin	FM, EGF 5, CET 1, Time [min] 15	pMAPK_ID12_MKN1_FM_HM	condition	0	0	ID12_MKN1_FM_HM_14
