experimentId	observableId	measurement	time	observableParameters	noiseParameters	datasetId
experiment____model1_data1	pMek	1.683107	0.25	s_pMek_20140505_gel1	s_pMek_20140505_gel1;sigma_pMek	control
experiment____model1_data1	pMek	1.441176	1.0	s_pMek_20140505_gel1	s_pMek_20140505_gel1;sigma_pMek	control
experiment____model1_data1	pMek	0.225572	5.5	s_pMek_20140505_gel1	s_pMek_20140505_gel1;sigma_pMek	control
experiment____model1_data1	pMek	0.278346	7.0	s_pMek_20140505_gel1	s_pMek_20140505_gel1;sigma_pMek	control
experiment____model1_data1	pMek	0.137178	8.5	s_pMek_20140505_gel1	s_pMek_20140505_gel1;sigma_pMek	control
experiment____model1_data1	pMek	0.196426	10.0	s_pMek_20140505_gel1	s_pMek_20140505_gel1;sigma_pMek	control
experiment____model1_data2	pMek	0.121231	0.0	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.086929466	1.0	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.054910478	5.5	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.048881617	7.0	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.052341248	8.5	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.052595374	10.0	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.155276	0.0	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.24	1.0	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.12	5.5	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.12	7.0	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.07	8.5	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	Sorafenib
experiment____model1_data2	pMek	0.07	10.0	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	Sorafenib
experiment____model1_data3	pMek	1.724493879	1.0	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	1.683168571	5.5	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	1.470175735	7.0	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	1.557371739	8.5	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	1.559108205	10.0	s_pMek_20140430_gel2	s_pMek_20140430_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	5.857600733	1.0	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	2.857976654	5.5	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	4.607660706	7.0	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	2.789397964	8.5	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	UO126
experiment____model1_data3	pMek	1.623004546	10.0	s_pMek_20140505_gel2	s_pMek_20140505_gel2;sigma_pMek	UO126
