experimentId	observableId	measurement	time	noiseParameters	datasetId
experiment____pred1	observable_TotalCases	0.000784000378933	29.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.0008930004465	30.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.000986000509433	31.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001070000570667	32.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.0011500006325	33.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001240000702667	34.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001340000781667	35.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001440000864	36.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001540000949667	37.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001630001032333	37.99	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001700001105	39.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001760001173333	40.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001840001257333	41.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.001920001344	42.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.002000001433333	43.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.002080001525333	44.0	sd_TotalCases	test
experiment____pred1	observable_TotalCases	0.0021500016125	45.0	sd_TotalCases	test
experiment____pred1	observable_Deaths	0.0	0.0	sd_Deaths	test
experiment____pred1	observable_Deaths	1.67e-08	1.0	sd_Deaths	test
experiment____pred1	observable_Deaths	3.33e-08	2.0	sd_Deaths	test
experiment____pred1	observable_Deaths	3.33e-08	3.0	sd_Deaths	test
experiment____pred1	observable_Deaths	8.33e-08	3.99	sd_Deaths	test
experiment____pred1	observable_Deaths	1.67e-07	5.0	sd_Deaths	test
experiment____pred1	observable_Deaths	2e-07	6.0	sd_Deaths	test
experiment____pred1	observable_Deaths	2.83e-07	7.0	sd_Deaths	test
experiment____pred1	observable_Deaths	3.5e-07	8.0	sd_Deaths	test
experiment____pred1	observable_Deaths	4.83e-07	9.0	sd_Deaths	test
experiment____pred1	observable_Deaths	5.67e-07	10.0	sd_Deaths	test
experiment____pred1	observable_Deaths	8.67e-07	11.0	sd_Deaths	test
experiment____pred1	observable_Deaths	1.32e-06	11.99	sd_Deaths	test
experiment____pred1	observable_Deaths	1.78e-06	13.0	sd_Deaths	test
experiment____pred1	observable_Deaths	2.47e-06	14.0	sd_Deaths	test
experiment____pred1	observable_Deaths	3.28e-06	15.0	sd_Deaths	test
experiment____pred1	observable_Deaths	3.88e-06	16.0	sd_Deaths	test
experiment____pred1	observable_Deaths	6.1e-06	17.0	sd_Deaths	test
experiment____pred1	observable_Deaths	7.72e-06	18.0	sd_Deaths	test
experiment____pred1	observable_Deaths	1.05e-05	19.0	sd_Deaths	test
experiment____pred1	observable_Deaths	1.38e-05	20.0	sd_Deaths	test
experiment____pred1	observable_Deaths	1.69e-05	21.0	sd_Deaths	test
experiment____pred1	observable_Deaths	2.11e-05	22.01	sd_Deaths	test
experiment____pred1	observable_Deaths	2.4e-05	23.0	sd_Deaths	test
experiment____pred1	observable_Deaths	3.02e-05	24.0	sd_Deaths	test
experiment____pred1	observable_Deaths	3.6e-05	25.0	sd_Deaths	test
experiment____pred1	observable_Deaths	4.17e-05	26.0	sd_Deaths	test
experiment____pred1	observable_Deaths	4.96e-05	27.0	sd_Deaths	test
experiment____pred1	observable_Deaths	5.68e-05	27.99	sd_Deaths	test
experiment____pred1	observable_Deaths	6.72e-05	29.0	sd_Deaths	test
experiment____pred1	observable_Deaths	8.04e-05	30.0	sd_Deaths	test
experiment____pred1	observable_Deaths	9.13e-05	31.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.0001010001313	32.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.0001140001501	33.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000125000166667	34.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.0001360001836	35.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000152000207733	36.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000167000231017	37.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000180000252	37.99	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000193000273417	39.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.0002070002967	40.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.00021900031755	41.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000232000340267	42.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000245000363417	43.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000256000384	44.0	sd_Deaths	test
experiment____pred1	observable_Deaths	0.000265000401917	45.0	sd_Deaths	test
experiment____pred1	observable_Recovered	0.0	0.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.0	1.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.0	2.0	sd_Recovered	test
experiment____pred1	observable_Recovered	1.67e-08	3.0	sd_Recovered	test
experiment____pred1	observable_Recovered	1.67e-08	3.99	sd_Recovered	test
experiment____pred1	observable_Recovered	1.67e-08	5.0	sd_Recovered	test
experiment____pred1	observable_Recovered	5e-08	6.0	sd_Recovered	test
experiment____pred1	observable_Recovered	7.5e-07	7.0	sd_Recovered	test
experiment____pred1	observable_Recovered	7.67e-07	8.0	sd_Recovered	test
experiment____pred1	observable_Recovered	8.33e-07	9.0	sd_Recovered	test
experiment____pred1	observable_Recovered	1.38e-06	10.0	sd_Recovered	test
experiment____pred1	observable_Recovered	2.48e-06	11.0	sd_Recovered	test
experiment____pred1	observable_Recovered	2.67e-06	11.99	sd_Recovered	test
experiment____pred1	observable_Recovered	4.6e-06	13.0	sd_Recovered	test
experiment____pred1	observable_Recovered	6.9e-06	14.0	sd_Recovered	test
experiment____pred1	observable_Recovered	8.72e-06	15.0	sd_Recovered	test
experiment____pred1	observable_Recovered	9.82e-06	16.0	sd_Recovered	test
experiment____pred1	observable_Recovered	1.04e-05	17.0	sd_Recovered	test
experiment____pred1	observable_Recovered	1.21e-05	18.0	sd_Recovered	test
experiment____pred1	observable_Recovered	1.67e-05	19.0	sd_Recovered	test
experiment____pred1	observable_Recovered	1.74e-05	20.0	sd_Recovered	test
experiment____pred1	observable_Recovered	2.1e-05	21.0	sd_Recovered	test
experiment____pred1	observable_Recovered	2.4e-05	22.01	sd_Recovered	test
experiment____pred1	observable_Recovered	3.28e-05	23.0	sd_Recovered	test
experiment____pred1	observable_Recovered	3.89e-05	24.0	sd_Recovered	test
experiment____pred1	observable_Recovered	4.58e-05	25.0	sd_Recovered	test
experiment____pred1	observable_Recovered	4.9e-05	26.0	sd_Recovered	test
experiment____pred1	observable_Recovered	6.71e-05	27.0	sd_Recovered	test
experiment____pred1	observable_Recovered	7.4e-05	27.99	sd_Recovered	test
experiment____pred1	observable_Recovered	8.55e-05	29.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000101000205367	30.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.00011700023985	31.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000124000256267	32.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000139000289583	33.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.0001560003276	34.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000173000366183	35.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.0001830003904	36.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.0002060004429	37.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000217000470167	37.99	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000244000532733	39.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.0002620005764	40.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000281000622883	41.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000305000681167	42.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.00032900074025	43.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000350000793333	44.0	sd_Recovered	test
experiment____pred1	observable_Recovered	0.000364000831133	45.0	sd_Recovered	test
experiment____pred1	observable_CurrentCases	5e-08	0.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	3.17e-07	1.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	1.28e-06	2.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	2.15e-06	3.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	3.55e-06	3.99	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	5.18e-06	5.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	6.42e-06	6.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	9.8e-06	7.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	1.37e-05	8.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	1.75e-05	9.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	2.63e-05	10.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	3.06e-05	11.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	3.77e-05	11.99	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	4.51e-05	13.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	5.49e-05	14.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	6.53e-05	15.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	8.44e-05	16.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000106000273833	17.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.0001330003458	18.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000142000371567	19.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.0001770004661	20.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.0002140005671	21.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000249000664	22.01	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000296000794267	23.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.0003430009261	24.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000385001045917	25.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000434001186267	26.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.00047900131725	27.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000553001529967	27.99	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000631001756283	29.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.0007110019908	30.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.00077700218855	31.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.00084000238	32.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.00090100256785	33.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.000959002749133	34.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001030002969833	35.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001110003219	36.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.0011700034125	37.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001230003608	37.99	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001260003717	39.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001290003827	40.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001340003997667	41.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.00138000414	42.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001420004283667	43.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001470004459	44.0	sd_CurrentCases	test
experiment____pred1	observable_CurrentCases	0.001520004636	45.0	sd_CurrentCases	test
experiment____pred1	observable_DiagHome	8.17e-07	3.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	1.52e-06	3.99	sd_DiagHome	test
experiment____pred1	observable_DiagHome	2.7e-06	5.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	3.68e-06	6.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	4.73e-06	7.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	6.87e-06	8.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	9.05e-06	9.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	1.33e-05	10.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	1.55e-05	11.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	1.67e-05	11.99	sd_DiagHome	test
experiment____pred1	observable_DiagHome	1.78e-05	13.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	1.93e-05	14.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	1.77e-05	15.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	3.07e-05	16.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	3.63e-05	17.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	4.89e-05	18.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	4.33e-05	19.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	6.21e-05	20.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	8.39e-05	21.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000103000348483	22.01	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0001310004454	23.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000154000526167	24.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000170000583667	25.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.00018500063825	26.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000202000700267	27.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.00024900086735	27.99	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.00032000112	29.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.00036900129765	30.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0003960013992	31.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0004420015691	32.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000478001704867	33.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000515001845417	34.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0005610020196	35.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000611002209783	36.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000659002394367	37.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0007100025915	37.99	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000729002673	39.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000757002788283	40.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0008020029674	41.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.000841003125717	42.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0008760032704	43.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.00092100345375	44.0	sd_DiagHome	test
experiment____pred1	observable_DiagHome	0.0009720036612	45.0	sd_DiagHome	test
experiment____pred1	observable_Hospit	9e-07	3.0	sd_Hospit	test
experiment____pred1	observable_Hospit	1.65e-06	3.99	sd_Hospit	test
experiment____pred1	observable_Hospit	1.9e-06	5.0	sd_Hospit	test
experiment____pred1	observable_Hospit	2.13e-06	6.0	sd_Hospit	test
experiment____pred1	observable_Hospit	4.13e-06	7.0	sd_Hospit	test
experiment____pred1	observable_Hospit	5.75e-06	8.0	sd_Hospit	test
experiment____pred1	observable_Hospit	6.68e-06	9.0	sd_Hospit	test
experiment____pred1	observable_Hospit	1.07e-05	10.0	sd_Hospit	test
experiment____pred1	observable_Hospit	1.24e-05	11.0	sd_Hospit	test
experiment____pred1	observable_Hospit	1.72e-05	11.99	sd_Hospit	test
experiment____pred1	observable_Hospit	2.24e-05	13.0	sd_Hospit	test
experiment____pred1	observable_Hospit	2.98e-05	14.0	sd_Hospit	test
experiment____pred1	observable_Hospit	3.99e-05	15.0	sd_Hospit	test
experiment____pred1	observable_Hospit	4.42e-05	16.0	sd_Hospit	test
experiment____pred1	observable_Hospit	5.93e-05	17.0	sd_Hospit	test
experiment____pred1	observable_Hospit	7.19e-05	18.0	sd_Hospit	test
experiment____pred1	observable_Hospit	8.4e-05	19.0	sd_Hospit	test
experiment____pred1	observable_Hospit	9.73e-05	20.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.00011100045325	21.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.0001240005084	22.01	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000140000576333	23.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000161000665467	24.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.0001840007636	25.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000215000895833	26.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000239000999817	27.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.0002630011046	27.99	sd_Hospit	test
experiment____pred1	observable_Hospit	0.00026700112585	29.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000295001248833	30.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.00033100140675	31.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000345001472	32.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.0003660015677	33.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.0003850016555	34.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000413001782783	35.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000434001880667	36.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.00044500193575	37.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.0004560019912	37.99	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000463002029483	39.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000470002068	40.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000473002089083	41.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000476002110267	42.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.00047900213155	43.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000484002161867	44.0	sd_Hospit	test
experiment____pred1	observable_Hospit	0.000482002160967	45.0	sd_Hospit	test
experiment____pred1	observable_ICU	4.33e-07	3.0	sd_ICU	test
experiment____pred1	observable_ICU	3.83e-07	3.99	sd_ICU	test
experiment____pred1	observable_ICU	5.83e-07	5.0	sd_ICU	test
experiment____pred1	observable_ICU	6e-07	6.0	sd_ICU	test
experiment____pred1	observable_ICU	9.33e-07	7.0	sd_ICU	test
experiment____pred1	observable_ICU	1.07e-06	8.0	sd_ICU	test
experiment____pred1	observable_ICU	1.75e-06	9.0	sd_ICU	test
experiment____pred1	observable_ICU	2.33e-06	10.0	sd_ICU	test
experiment____pred1	observable_ICU	2.77e-06	11.0	sd_ICU	test
experiment____pred1	observable_ICU	3.82e-06	11.99	sd_ICU	test
experiment____pred1	observable_ICU	4.92e-06	13.0	sd_ICU	test
experiment____pred1	observable_ICU	5.85e-06	14.0	sd_ICU	test
experiment____pred1	observable_ICU	7.7e-06	15.0	sd_ICU	test
experiment____pred1	observable_ICU	9.45e-06	16.0	sd_ICU	test
experiment____pred1	observable_ICU	1.08e-05	17.0	sd_ICU	test
experiment____pred1	observable_ICU	1.22e-05	18.0	sd_ICU	test
experiment____pred1	observable_ICU	1.46e-05	19.0	sd_ICU	test
experiment____pred1	observable_ICU	1.71e-05	20.0	sd_ICU	test
experiment____pred1	observable_ICU	1.92e-05	21.0	sd_ICU	test
experiment____pred1	observable_ICU	2.21e-05	22.01	sd_ICU	test
experiment____pred1	observable_ICU	2.53e-05	23.0	sd_ICU	test
experiment____pred1	observable_ICU	2.79e-05	24.0	sd_ICU	test
experiment____pred1	observable_ICU	3.09e-05	25.0	sd_ICU	test
experiment____pred1	observable_ICU	3.43e-05	26.0	sd_ICU	test
experiment____pred1	observable_ICU	3.76e-05	27.0	sd_ICU	test
experiment____pred1	observable_ICU	4.16e-05	27.99	sd_ICU	test
experiment____pred1	observable_ICU	4.43e-05	29.0	sd_ICU	test
experiment____pred1	observable_ICU	4.76e-05	30.0	sd_ICU	test
experiment____pred1	observable_ICU	5.02e-05	31.0	sd_ICU	test
experiment____pred1	observable_ICU	5.34e-05	32.0	sd_ICU	test
experiment____pred1	observable_ICU	5.66e-05	33.0	sd_ICU	test
experiment____pred1	observable_ICU	5.82e-05	34.0	sd_ICU	test
experiment____pred1	observable_ICU	6.02e-05	35.0	sd_ICU	test
experiment____pred1	observable_ICU	6.22e-05	36.0	sd_ICU	test
experiment____pred1	observable_ICU	6.43e-05	37.0	sd_ICU	test
experiment____pred1	observable_ICU	6.51e-05	37.99	sd_ICU	test
experiment____pred1	observable_ICU	6.64e-05	39.0	sd_ICU	test
experiment____pred1	observable_ICU	6.71e-05	40.0	sd_ICU	test
experiment____pred1	observable_ICU	6.73e-05	41.0	sd_ICU	test
experiment____pred1	observable_ICU	6.76e-05	42.0	sd_ICU	test
experiment____pred1	observable_ICU	6.78e-05	43.0	sd_ICU	test
experiment____pred1	observable_ICU	6.66e-05	44.0	sd_ICU	test
experiment____pred1	observable_ICU	6.63e-05	45.0	sd_ICU	test
