conditionId	targetId	targetValue
model1_data95	CET_level	10.0
model1_data96	CET_level	0.0
model1_data97	CET_level	0.05
model1_data98	CET_level	0.1
model1_data99	CET_level	1.0
model1_data100	CET_level	10.0
model1_data101	CET_level	0.0
model1_data102	CET_level	0.05
model1_data103	CET_level	0.1
model1_data104	CET_level	1.0
model1_data105	CET_level	10.0
model1_data106	CET_level	0.0
model1_data107	CET_level	0.05
model1_data108	CET_level	0.1
model1_data109	CET_level	1.0
model1_data110	CET_level	10.0
model1_data111	CET_level	0.0
model1_data112	CET_level	1.0
model1_data113	CET_level	50.0
model1_data114	CET_level	0.0
model1_data115	CET_level	1.0
model1_data116	CET_level	50.0
model1_data117	CET_level	0.0
model1_data118	CET_level	1.0
model1_data119	CET_level	50.0
model1_data120	CET_level	0.0
model1_data121	CET_level	1.0
model1_data122	CET_level	50.0
model1_data123	CET_level	0.0
model1_data124	CET_level	1.0
model1_data125	CET_level	50.0
model1_data126	CET_level	0.0
model1_data127	CET_level	1.0
model1_data128	CET_level	50.0
model1_data129	CET_level	0.0
model1_data130	CET_level	1.0
model1_data131	CET_level	50.0
model1_data132	CET_level	0.0
model1_data133	CET_level	1.0
model1_data134	CET_level	50.0
model1_data135	CET_level	0.0
model1_data136	CET_level	1.0
model1_data137	CET_level	50.0
model1_data138	CET_level	0.0
model1_data139	CET_level	1.0
model1_data140	CET_level	50.0
model1_data141	CET_level	0.0
model1_data142	CET_level	1.0
model1_data143	CET_level	50.0
model1_data144	CET_level	0.0
model1_data145	CET_level	1.0
model1_data146	CET_level	50.0
model1_data147	CET_level	0.0
model1_data148	CET_level	1.0
model1_data149	CET_level	50.0
model1_data150	CET_level	0.0
model1_data151	CET_level	1.0
model1_data152	CET_level	50.0
model1_data153	CET_level	0.0
model1_data154	CET_level	1.0
model1_data155	CET_level	50.0
model1_data156	CET_level	0.0
model1_data157	CET_level	1.0
model1_data158	CET_level	50.0
model1_data159	CET_level	0.0
model1_data160	CET_level	0.0
model1_data161	CET_level	0.0
model1_data162	CET_level	0.0
model1_data163	CET_level	0.0
model1_data164	CET_level	0.0
model1_data165	CET_level	1.0
model1_data166	CET_level	0.0
model1_data167	CET_level	1.0
model1_data168	CET_level	0.0
model1_data169	CET_level	0.0
model1_data170	CET_level	1.0
model1_data171	CET_level	0.0
model1_data172	CET_level	1.0
model1_data173	CET_level	0.0
model1_data174	CET_level	1.0
model1_data1	EGF_level	0.0
model1_data2	EGF_level	0.0
model1_data3	EGF_level	0.0
model1_data4	EGF_level	0.0
model1_data5	EGF_level	100.0
model1_data6	EGF_level	100.0
model1_data7	EGF_level	0.0
model1_data8	EGF_level	0.0
model1_data9	EGF_level	0.0
model1_data10	EGF_level	5.0
model1_data11	EGF_level	5.0
model1_data12	EGF_level	5.0
model1_data13	EGF_level	0.0
model1_data14	EGF_level	0.0
model1_data15	EGF_level	0.0
model1_data16	EGF_level	5.0
model1_data17	EGF_level	5.0
model1_data18	EGF_level	5.0
model1_data19	EGF_level	0.0
model1_data20	EGF_level	0.0
model1_data21	EGF_level	0.0
model1_data22	EGF_level	30.0
model1_data23	EGF_level	30.0
model1_data24	EGF_level	30.0
model1_data25	EGF_level	0.0
model1_data26	EGF_level	0.0
model1_data27	EGF_level	0.0
model1_data28	EGF_level	30.0
model1_data29	EGF_level	30.0
model1_data30	EGF_level	30.0
model1_data31	EGF_level	0.0
model1_data32	EGF_level	0.0
model1_data33	EGF_level	0.0
model1_data34	EGF_level	0.0
model1_data35	EGF_level	0.0
model1_data36	EGF_level	5.0
model1_data37	EGF_level	5.0
model1_data38	EGF_level	5.0
model1_data39	EGF_level	5.0
model1_data40	EGF_level	5.0
model1_data41	EGF_level	0.0
model1_data42	EGF_level	0.0
model1_data43	EGF_level	0.0
model1_data44	EGF_level	0.0
model1_data45	EGF_level	0.0
model1_data46	EGF_level	5.0
model1_data47	EGF_level	5.0
model1_data48	EGF_level	5.0
model1_data49	EGF_level	5.0
model1_data50	EGF_level	5.0
model1_data51	EGF_level	0.0
model1_data52	EGF_level	0.0
model1_data53	EGF_level	0.0
model1_data54	EGF_level	0.0
model1_data55	EGF_level	0.0
model1_data56	EGF_level	5.0
model1_data57	EGF_level	5.0
model1_data58	EGF_level	5.0
model1_data59	EGF_level	5.0
model1_data60	EGF_level	5.0
model1_data61	EGF_level	0.0
model1_data62	EGF_level	0.0
model1_data63	EGF_level	0.0
model1_data64	EGF_level	0.0
model1_data65	EGF_level	0.0
model1_data66	EGF_level	5.0
model1_data67	EGF_level	5.0
model1_data68	EGF_level	5.0
model1_data69	EGF_level	5.0
model1_data70	EGF_level	5.0
model1_data71	EGF_level	0.0
model1_data72	EGF_level	0.0
model1_data73	EGF_level	0.0
model1_data74	EGF_level	0.0
model1_data75	EGF_level	0.0
model1_data76	EGF_level	30.0
model1_data77	EGF_level	30.0
model1_data78	EGF_level	30.0
model1_data79	EGF_level	30.0
model1_data80	EGF_level	30.0
model1_data81	EGF_level	0.0
model1_data82	EGF_level	0.0
model1_data83	EGF_level	0.0
model1_data84	EGF_level	0.0
model1_data85	EGF_level	0.0
model1_data86	EGF_level	30.0
model1_data87	EGF_level	30.0
model1_data88	EGF_level	30.0
model1_data89	EGF_level	30.0
model1_data90	EGF_level	30.0
model1_data91	EGF_level	0.0
model1_data92	EGF_level	0.0
model1_data93	EGF_level	0.0
model1_data94	EGF_level	0.0
model1_data95	EGF_level	0.0
model1_data96	EGF_level	30.0
model1_data97	EGF_level	30.0
model1_data98	EGF_level	30.0
model1_data99	EGF_level	30.0
model1_data100	EGF_level	30.0
model1_data101	EGF_level	0.0
model1_data102	EGF_level	0.0
model1_data103	EGF_level	0.0
model1_data104	EGF_level	0.0
model1_data105	EGF_level	0.0
model1_data106	EGF_level	30.0
model1_data107	EGF_level	30.0
model1_data108	EGF_level	30.0
model1_data109	EGF_level	30.0
model1_data110	EGF_level	30.0
model1_data111	EGF_level	0.0
model1_data112	EGF_level	0.0
model1_data113	EGF_level	0.0
model1_data114	EGF_level	5.0
model1_data115	EGF_level	5.0
model1_data116	EGF_level	5.0
model1_data117	EGF_level	0.0
model1_data118	EGF_level	0.0
model1_data119	EGF_level	0.0
model1_data120	EGF_level	5.0
model1_data121	EGF_level	5.0
model1_data122	EGF_level	5.0
model1_data123	EGF_level	0.0
model1_data124	EGF_level	0.0
model1_data125	EGF_level	0.0
model1_data126	EGF_level	5.0
model1_data127	EGF_level	5.0
model1_data128	EGF_level	5.0
model1_data129	EGF_level	0.0
model1_data130	EGF_level	0.0
model1_data131	EGF_level	0.0
model1_data132	EGF_level	5.0
model1_data133	EGF_level	5.0
model1_data134	EGF_level	5.0
model1_data135	EGF_level	0.0
model1_data136	EGF_level	0.0
model1_data137	EGF_level	0.0
model1_data138	EGF_level	30.0
model1_data139	EGF_level	30.0
model1_data140	EGF_level	30.0
model1_data141	EGF_level	0.0
model1_data142	EGF_level	0.0
model1_data143	EGF_level	0.0
model1_data144	EGF_level	30.0
model1_data145	EGF_level	30.0
model1_data146	EGF_level	30.0
model1_data147	EGF_level	0.0
model1_data148	EGF_level	0.0
model1_data149	EGF_level	0.0
model1_data150	EGF_level	30.0
model1_data151	EGF_level	30.0
model1_data152	EGF_level	30.0
model1_data153	EGF_level	0.0
model1_data154	EGF_level	0.0
model1_data155	EGF_level	0.0
model1_data156	EGF_level	30.0
model1_data157	EGF_level	30.0
model1_data158	EGF_level	30.0
model1_data159	EGF_level	5.0
model1_data160	EGF_level	5.0
model1_data161	EGF_level	30.0
model1_data162	EGF_level	1.0
model1_data163	EGF_level	5.0
model1_data164	EGF_level	5.0
model1_data165	EGF_level	5.0
model1_data166	EGF_level	0.0
model1_data167	EGF_level	0.0
model1_data168	EGF_level	100.0
model1_data169	EGF_level	30.0
model1_data170	EGF_level	30.0
model1_data171	EGF_level	0.0
model1_data172	EGF_level	0.0
model1_data173	EGF_level	5.0
model1_data174	EGF_level	5.0
model1_data1	HS746T	1.0
model1_data2	HS746T	1.0
model1_data3	HS746T	0.0
model1_data4	HS746T	0.0
model1_data5	HS746T	1.0
model1_data6	HS746T	0.0
model1_data7	HS746T	1.0
model1_data8	HS746T	1.0
model1_data9	HS746T	1.0
model1_data10	HS746T	1.0
model1_data11	HS746T	1.0
model1_data12	HS746T	1.0
model1_data13	HS746T	0.0
model1_data14	HS746T	0.0
model1_data15	HS746T	0.0
model1_data16	HS746T	0.0
model1_data17	HS746T	0.0
model1_data18	HS746T	0.0
model1_data19	HS746T	1.0
model1_data20	HS746T	1.0
model1_data21	HS746T	1.0
model1_data22	HS746T	1.0
model1_data23	HS746T	1.0
model1_data24	HS746T	1.0
model1_data25	HS746T	0.0
model1_data26	HS746T	0.0
model1_data27	HS746T	0.0
model1_data28	HS746T	0.0
model1_data29	HS746T	0.0
model1_data30	HS746T	0.0
model1_data31	HS746T	0.0
model1_data32	HS746T	0.0
model1_data33	HS746T	0.0
model1_data34	HS746T	0.0
model1_data35	HS746T	0.0
model1_data36	HS746T	0.0
model1_data37	HS746T	0.0
model1_data38	HS746T	0.0
model1_data39	HS746T	0.0
model1_data40	HS746T	0.0
model1_data41	HS746T	0.0
model1_data42	HS746T	0.0
model1_data43	HS746T	0.0
model1_data44	HS746T	0.0
model1_data45	HS746T	0.0
model1_data46	HS746T	0.0
model1_data47	HS746T	0.0
model1_data48	HS746T	0.0
model1_data49	HS746T	0.0
model1_data50	HS746T	0.0
model1_data51	HS746T	0.0
model1_data52	HS746T	0.0
model1_data53	HS746T	0.0
model1_data54	HS746T	0.0
model1_data55	HS746T	0.0
model1_data56	HS746T	0.0
model1_data57	HS746T	0.0
model1_data58	HS746T	0.0
model1_data59	HS746T	0.0
model1_data60	HS746T	0.0
model1_data61	HS746T	0.0
model1_data62	HS746T	0.0
model1_data63	HS746T	0.0
model1_data64	HS746T	0.0
model1_data65	HS746T	0.0
model1_data66	HS746T	0.0
model1_data67	HS746T	0.0
model1_data68	HS746T	0.0
model1_data69	HS746T	0.0
model1_data70	HS746T	0.0
model1_data71	HS746T	0.0
model1_data72	HS746T	0.0
model1_data73	HS746T	0.0
model1_data74	HS746T	0.0
model1_data75	HS746T	0.0
model1_data76	HS746T	0.0
model1_data77	HS746T	0.0
model1_data78	HS746T	0.0
model1_data79	HS746T	0.0
model1_data80	HS746T	0.0
model1_data81	HS746T	0.0
model1_data82	HS746T	0.0
model1_data83	HS746T	0.0
model1_data84	HS746T	0.0
model1_data85	HS746T	0.0
model1_data86	HS746T	0.0
model1_data87	HS746T	0.0
model1_data88	HS746T	0.0
model1_data89	HS746T	0.0
model1_data90	HS746T	0.0
model1_data91	HS746T	0.0
model1_data92	HS746T	0.0
model1_data93	HS746T	0.0
model1_data94	HS746T	0.0
model1_data95	HS746T	0.0
model1_data96	HS746T	0.0
model1_data97	HS746T	0.0
model1_data98	HS746T	0.0
model1_data99	HS746T	0.0
model1_data100	HS746T	0.0
model1_data101	HS746T	0.0
model1_data102	HS746T	0.0
model1_data103	HS746T	0.0
model1_data104	HS746T	0.0
model1_data105	HS746T	0.0
model1_data106	HS746T	0.0
model1_data107	HS746T	0.0
model1_data108	HS746T	0.0
model1_data109	HS746T	0.0
model1_data110	HS746T	0.0
model1_data111	HS746T	1.0
model1_data112	HS746T	1.0
model1_data113	HS746T	1.0
model1_data114	HS746T	1.0
model1_data115	HS746T	1.0
model1_data116	HS746T	1.0
model1_data117	HS746T	1.0
model1_data118	HS746T	1.0
model1_data119	HS746T	1.0
model1_data120	HS746T	1.0
model1_data121	HS746T	1.0
model1_data122	HS746T	1.0
model1_data123	HS746T	1.0
model1_data124	HS746T	1.0
model1_data125	HS746T	1.0
model1_data126	HS746T	1.0
model1_data127	HS746T	1.0
model1_data128	HS746T	1.0
model1_data129	HS746T	1.0
model1_data130	HS746T	1.0
model1_data131	HS746T	1.0
model1_data132	HS746T	1.0
model1_data133	HS746T	1.0
model1_data134	HS746T	1.0
model1_data135	HS746T	1.0
model1_data136	HS746T	1.0
model1_data137	HS746T	1.0
model1_data138	HS746T	1.0
model1_data139	HS746T	1.0
model1_data140	HS746T	1.0
model1_data141	HS746T	1.0
model1_data142	HS746T	1.0
model1_data143	HS746T	1.0
model1_data144	HS746T	1.0
model1_data145	HS746T	1.0
model1_data146	HS746T	1.0
model1_data147	HS746T	1.0
model1_data148	HS746T	1.0
model1_data149	HS746T	1.0
model1_data150	HS746T	1.0
model1_data151	HS746T	1.0
model1_data152	HS746T	1.0
model1_data153	HS746T	1.0
model1_data154	HS746T	1.0
model1_data155	HS746T	1.0
model1_data156	HS746T	1.0
model1_data157	HS746T	1.0
model1_data158	HS746T	1.0
model1_data159	HS746T	1.0
model1_data160	HS746T	1.0
model1_data161	HS746T	1.0
model1_data162	HS746T	0.0
model1_data163	HS746T	0.0
model1_data164	HS746T	1.0
model1_data165	HS746T	1.0
model1_data166	HS746T	0.0
model1_data167	HS746T	0.0
model1_data168	HS746T	0.0
model1_data169	HS746T	0.0
model1_data170	HS746T	0.0
model1_data171	HS746T	0.0
model1_data172	HS746T	0.0
model1_data173	HS746T	0.0
model1_data174	HS746T	0.0
model1_data1	METinh_level	0.0
model1_data2	METinh_level	0.0
model1_data3	METinh_level	0.0
model1_data4	METinh_level	0.0
model1_data5	METinh_level	0.0
model1_data6	METinh_level	0.0
model1_data7	METinh_level	0.0
model1_data8	METinh_level	0.0
model1_data9	METinh_level	0.0
model1_data10	METinh_level	0.0
model1_data11	METinh_level	0.0
model1_data12	METinh_level	0.0
model1_data13	METinh_level	0.0
model1_data14	METinh_level	0.0
model1_data15	METinh_level	0.0
model1_data16	METinh_level	0.0
model1_data17	METinh_level	0.0
model1_data18	METinh_level	0.0
model1_data19	METinh_level	0.0
model1_data20	METinh_level	0.0
model1_data21	METinh_level	0.0
model1_data22	METinh_level	0.0
model1_data23	METinh_level	0.0
model1_data24	METinh_level	0.0
model1_data25	METinh_level	0.0
model1_data26	METinh_level	0.0
model1_data27	METinh_level	0.0
model1_data28	METinh_level	0.0
model1_data29	METinh_level	0.0
model1_data30	METinh_level	0.0
model1_data31	METinh_level	0.0
model1_data32	METinh_level	0.0
model1_data33	METinh_level	0.0
model1_data34	METinh_level	0.0
model1_data35	METinh_level	0.0
model1_data36	METinh_level	0.0
model1_data37	METinh_level	0.0
model1_data38	METinh_level	0.0
model1_data39	METinh_level	0.0
model1_data40	METinh_level	0.0
model1_data41	METinh_level	0.0
model1_data42	METinh_level	0.0
model1_data43	METinh_level	0.0
model1_data44	METinh_level	0.0
model1_data45	METinh_level	0.0
model1_data46	METinh_level	0.0
model1_data47	METinh_level	0.0
model1_data48	METinh_level	0.0
model1_data49	METinh_level	0.0
model1_data50	METinh_level	0.0
model1_data51	METinh_level	0.0
model1_data52	METinh_level	0.0
model1_data53	METinh_level	0.0
model1_data54	METinh_level	0.0
model1_data55	METinh_level	0.0
model1_data56	METinh_level	0.0
model1_data57	METinh_level	0.0
model1_data58	METinh_level	0.0
model1_data59	METinh_level	0.0
model1_data60	METinh_level	0.0
model1_data61	METinh_level	0.0
model1_data62	METinh_level	0.0
model1_data63	METinh_level	0.0
model1_data64	METinh_level	0.0
model1_data65	METinh_level	0.0
model1_data66	METinh_level	0.0
model1_data67	METinh_level	0.0
model1_data68	METinh_level	0.0
model1_data69	METinh_level	0.0
model1_data70	METinh_level	0.0
model1_data71	METinh_level	0.0
model1_data72	METinh_level	0.0
model1_data73	METinh_level	0.0
model1_data74	METinh_level	0.0
model1_data75	METinh_level	0.0
model1_data76	METinh_level	0.0
model1_data77	METinh_level	0.0
model1_data78	METinh_level	0.0
model1_data79	METinh_level	0.0
model1_data80	METinh_level	0.0
model1_data81	METinh_level	0.0
model1_data82	METinh_level	0.0
model1_data83	METinh_level	0.0
model1_data84	METinh_level	0.0
model1_data85	METinh_level	0.0
model1_data86	METinh_level	0.0
model1_data87	METinh_level	0.0
model1_data88	METinh_level	0.0
model1_data89	METinh_level	0.0
model1_data90	METinh_level	0.0
model1_data91	METinh_level	0.0
model1_data92	METinh_level	0.0
model1_data93	METinh_level	0.0
model1_data94	METinh_level	0.0
model1_data95	METinh_level	0.0
model1_data96	METinh_level	0.0
model1_data97	METinh_level	0.0
model1_data98	METinh_level	0.0
model1_data99	METinh_level	0.0
model1_data100	METinh_level	0.0
model1_data101	METinh_level	0.0
model1_data102	METinh_level	0.0
model1_data103	METinh_level	0.0
model1_data104	METinh_level	0.0
model1_data105	METinh_level	0.0
model1_data106	METinh_level	0.0
model1_data107	METinh_level	0.0
model1_data108	METinh_level	0.0
model1_data109	METinh_level	0.0
model1_data110	METinh_level	0.0
model1_data111	METinh_level	0.0
model1_data112	METinh_level	0.0
model1_data113	METinh_level	0.0
model1_data114	METinh_level	0.0
model1_data115	METinh_level	0.0
model1_data116	METinh_level	0.0
model1_data117	METinh_level	0.0
model1_data118	METinh_level	0.0
model1_data119	METinh_level	0.0
model1_data120	METinh_level	0.0
model1_data121	METinh_level	0.0
model1_data122	METinh_level	0.0
model1_data123	METinh_level	0.0
model1_data124	METinh_level	0.0
model1_data125	METinh_level	0.0
model1_data126	METinh_level	0.0
model1_data127	METinh_level	0.0
model1_data128	METinh_level	0.0
model1_data129	METinh_level	0.0
model1_data130	METinh_level	0.0
model1_data131	METinh_level	0.0
model1_data132	METinh_level	0.0
model1_data133	METinh_level	0.0
model1_data134	METinh_level	0.0
model1_data135	METinh_level	0.0
model1_data136	METinh_level	0.0
model1_data137	METinh_level	0.0
model1_data138	METinh_level	0.0
model1_data139	METinh_level	0.0
model1_data140	METinh_level	0.0
model1_data141	METinh_level	0.0
model1_data142	METinh_level	0.0
model1_data143	METinh_level	0.0
model1_data144	METinh_level	0.0
model1_data145	METinh_level	0.0
model1_data146	METinh_level	0.0
model1_data147	METinh_level	0.0
model1_data148	METinh_level	0.0
model1_data149	METinh_level	0.0
model1_data150	METinh_level	0.0
model1_data151	METinh_level	0.0
model1_data152	METinh_level	0.0
model1_data153	METinh_level	0.0
model1_data154	METinh_level	0.0
model1_data155	METinh_level	0.0
model1_data156	METinh_level	0.0
model1_data157	METinh_level	0.0
model1_data158	METinh_level	0.0
model1_data159	METinh_level	0.0
model1_data160	METinh_level	0.0
model1_data161	METinh_level	0.0
model1_data162	METinh_level	0.0
model1_data163	METinh_level	0.0
model1_data164	METinh_level	0.0
model1_data165	METinh_level	0.0
model1_data166	METinh_level	0.0
model1_data167	METinh_level	0.0
model1_data168	METinh_level	0.0
model1_data169	METinh_level	0.0
model1_data170	METinh_level	0.0
model1_data171	METinh_level	0.0
model1_data172	METinh_level	0.0
model1_data173	METinh_level	0.0
model1_data174	METinh_level	0.0
model1_data1	MKN1	0.0
model1_data2	MKN1	0.0
model1_data3	MKN1	1.0
model1_data4	MKN1	1.0
model1_data5	MKN1	0.0
model1_data6	MKN1	1.0
model1_data7	MKN1	0.0
model1_data8	MKN1	0.0
model1_data9	MKN1	0.0
model1_data10	MKN1	0.0
model1_data11	MKN1	0.0
model1_data12	MKN1	0.0
model1_data13	MKN1	1.0
model1_data14	MKN1	1.0
model1_data15	MKN1	1.0
model1_data16	MKN1	1.0
model1_data17	MKN1	1.0
model1_data18	MKN1	1.0
model1_data19	MKN1	0.0
model1_data20	MKN1	0.0
model1_data21	MKN1	0.0
model1_data22	MKN1	0.0
model1_data23	MKN1	0.0
model1_data24	MKN1	0.0
model1_data25	MKN1	1.0
model1_data26	MKN1	1.0
model1_data27	MKN1	1.0
model1_data28	MKN1	1.0
model1_data29	MKN1	1.0
model1_data30	MKN1	1.0
model1_data31	MKN1	1.0
model1_data32	MKN1	1.0
model1_data33	MKN1	1.0
model1_data34	MKN1	1.0
model1_data35	MKN1	1.0
model1_data36	MKN1	1.0
model1_data37	MKN1	1.0
model1_data38	MKN1	1.0
model1_data39	MKN1	1.0
model1_data40	MKN1	1.0
model1_data41	MKN1	1.0
model1_data42	MKN1	1.0
model1_data43	MKN1	1.0
model1_data44	MKN1	1.0
model1_data45	MKN1	1.0
model1_data46	MKN1	1.0
model1_data47	MKN1	1.0
model1_data48	MKN1	1.0
model1_data49	MKN1	1.0
model1_data50	MKN1	1.0
model1_data51	MKN1	1.0
model1_data52	MKN1	1.0
model1_data53	MKN1	1.0
model1_data54	MKN1	1.0
model1_data55	MKN1	1.0
model1_data56	MKN1	1.0
model1_data57	MKN1	1.0
model1_data58	MKN1	1.0
model1_data59	MKN1	1.0
model1_data60	MKN1	1.0
model1_data61	MKN1	1.0
model1_data62	MKN1	1.0
model1_data63	MKN1	1.0
model1_data64	MKN1	1.0
model1_data65	MKN1	1.0
model1_data66	MKN1	1.0
model1_data67	MKN1	1.0
model1_data68	MKN1	1.0
model1_data69	MKN1	1.0
model1_data70	MKN1	1.0
model1_data71	MKN1	1.0
model1_data72	MKN1	1.0
model1_data73	MKN1	1.0
model1_data74	MKN1	1.0
model1_data75	MKN1	1.0
model1_data76	MKN1	1.0
model1_data77	MKN1	1.0
model1_data78	MKN1	1.0
model1_data79	MKN1	1.0
model1_data80	MKN1	1.0
model1_data81	MKN1	1.0
model1_data82	MKN1	1.0
model1_data83	MKN1	1.0
model1_data84	MKN1	1.0
model1_data85	MKN1	1.0
model1_data86	MKN1	1.0
model1_data87	MKN1	1.0
model1_data88	MKN1	1.0
model1_data89	MKN1	1.0
model1_data90	MKN1	1.0
model1_data91	MKN1	1.0
model1_data92	MKN1	1.0
model1_data93	MKN1	1.0
model1_data94	MKN1	1.0
model1_data95	MKN1	1.0
model1_data96	MKN1	1.0
model1_data97	MKN1	1.0
model1_data98	MKN1	1.0
model1_data99	MKN1	1.0
model1_data100	MKN1	1.0
model1_data101	MKN1	1.0
model1_data102	MKN1	1.0
model1_data103	MKN1	1.0
model1_data104	MKN1	1.0
model1_data105	MKN1	1.0
model1_data106	MKN1	1.0
model1_data107	MKN1	1.0
model1_data108	MKN1	1.0
model1_data109	MKN1	1.0
model1_data110	MKN1	1.0
model1_data111	MKN1	0.0
model1_data112	MKN1	0.0
model1_data113	MKN1	0.0
model1_data114	MKN1	0.0
model1_data115	MKN1	0.0
model1_data116	MKN1	0.0
model1_data117	MKN1	0.0
model1_data118	MKN1	0.0
model1_data119	MKN1	0.0
model1_data120	MKN1	0.0
model1_data121	MKN1	0.0
model1_data122	MKN1	0.0
model1_data123	MKN1	0.0
model1_data124	MKN1	0.0
model1_data125	MKN1	0.0
model1_data126	MKN1	0.0
model1_data127	MKN1	0.0
model1_data128	MKN1	0.0
model1_data129	MKN1	0.0
model1_data130	MKN1	0.0
model1_data131	MKN1	0.0
model1_data132	MKN1	0.0
model1_data133	MKN1	0.0
model1_data134	MKN1	0.0
model1_data135	MKN1	0.0
model1_data136	MKN1	0.0
model1_data137	MKN1	0.0
model1_data138	MKN1	0.0
model1_data139	MKN1	0.0
model1_data140	MKN1	0.0
model1_data141	MKN1	0.0
model1_data142	MKN1	0.0
model1_data143	MKN1	0.0
model1_data144	MKN1	0.0
model1_data145	MKN1	0.0
model1_data146	MKN1	0.0
model1_data147	MKN1	0.0
model1_data148	MKN1	0.0
model1_data149	MKN1	0.0
model1_data150	MKN1	0.0
model1_data151	MKN1	0.0
model1_data152	MKN1	0.0
model1_data153	MKN1	0.0
model1_data154	MKN1	0.0
model1_data155	MKN1	0.0
model1_data156	MKN1	0.0
model1_data157	MKN1	0.0
model1_data158	MKN1	0.0
model1_data159	MKN1	0.0
model1_data160	MKN1	0.0
model1_data161	MKN1	0.0
model1_data162	MKN1	1.0
model1_data163	MKN1	1.0
model1_data164	MKN1	0.0
model1_data165	MKN1	0.0
model1_data166	MKN1	1.0
model1_data167	MKN1	1.0
model1_data168	MKN1	1.0
model1_data169	MKN1	1.0
model1_data170	MKN1	1.0
model1_data171	MKN1	1.0
model1_data172	MKN1	1.0
model1_data173	MKN1	1.0
model1_data174	MKN1	1.0
model1_data1	full_medium	1.0
model1_data2	full_medium	0.0
model1_data3	full_medium	1.0
model1_data4	full_medium	0.0
model1_data5	full_medium	0.0
model1_data6	full_medium	0.0
model1_data7	full_medium	1.0
model1_data8	full_medium	1.0
model1_data9	full_medium	1.0
model1_data10	full_medium	1.0
model1_data11	full_medium	1.0
model1_data12	full_medium	1.0
model1_data13	full_medium	1.0
model1_data14	full_medium	1.0
model1_data15	full_medium	1.0
model1_data16	full_medium	1.0
model1_data17	full_medium	1.0
model1_data18	full_medium	1.0
model1_data19	full_medium	0.0
model1_data20	full_medium	0.0
model1_data21	full_medium	0.0
model1_data22	full_medium	0.0
model1_data23	full_medium	0.0
model1_data24	full_medium	0.0
model1_data25	full_medium	0.0
model1_data26	full_medium	0.0
model1_data27	full_medium	0.0
model1_data28	full_medium	0.0
model1_data29	full_medium	0.0
model1_data30	full_medium	0.0
model1_data31	full_medium	1.0
model1_data32	full_medium	1.0
model1_data33	full_medium	1.0
model1_data34	full_medium	1.0
model1_data35	full_medium	1.0
model1_data36	full_medium	1.0
model1_data37	full_medium	1.0
model1_data38	full_medium	1.0
