parameterId	parameterName	lowerBound	upperBound	nominalValue	estimate	priorDistribution	priorParameters
d_ki_RAS__MKN1_2_HS746T	d_ki_RAS__MKN1_2_HS746T	-3.0	3	0.0	false	laplace	0;3
d_kimp_pEGFR_EGF_2__MKN1_2_HS746T	d_kimp_pEGFR_EGF_2__MKN1_2_HS746T	-3.0	3	-1.74579260575349	true	laplace	0;3
d_ksyn_EGFR__MKN1_2_HS746T	d_ksyn_EGFR__MKN1_2_HS746T	-3.0	3	-2.99999999999997	true	laplace	0;3
d_ksyn_EGFR__fm_2_hm	d_ksyn_EGFR__fm_2_hm	-3.0	3	-0.087595179128819	true	laplace	0;3
d_ksyn_MMET__fm_2_hm	d_ksyn_MMET__fm_2_hm	-3.0	3	-0.518888973548685	true	laplace	0;3
ka_AKT__MKN1	ka_AKT__MKN1	1e-05	1000	443.101158324899	true	uniform	1e-05;1000
ka_MAPK__MKN1	ka_MAPK__MKN1	1e-05	1000	999.999999999942	true	uniform	1e-05;1000
ka_PI3K__basal	ka_PI3K__basal	1e-05	1000	0.000364915071486	true	uniform	1e-05;1000
ka_PI3K__pEGFR_EGF_2	ka_PI3K__pEGFR_EGF_2	1e-05	1000	0.00170094333324	true	uniform	1e-05;1000
ka_RAS__basal__MKN1	ka_RAS__basal__MKN1	1e-05	1000	0.000214463346879	true	uniform	1e-05;1000
ka_RAS__pEGFR_EGF_2__MKN1	ka_RAS__pEGFR_EGF_2__MKN1	1e-05	1000	1.47e-05	true	uniform	1e-05;1000
kbin_EGFR_CET	kbin_EGFR_CET	1e-05	1000	0.585302658299007	true	uniform	1e-05;1000
kbin_EGFR_EGF	kbin_EGFR_EGF	1e-05	1000	8.88174858370342	true	uniform	1e-05;1000
kdeg_membran__MKN1	kdeg_membran__MKN1	1e-05	1000	0.00225906406532	true	uniform	1e-05;1000
kdeg_pEGFR_EGF_2_i__MKN1	kdeg_pEGFR_EGF_2_i__MKN1	1e-05	1000	0.06679561220892	true	uniform	1e-05;1000
kdim_EGFR_EGF	kdim_EGFR_EGF	1e-05	1000	0.03239486876776	true	uniform	1e-05;1000
kdim_MMET	kdim_MMET	1e-05	1000	2.61e-05	true	uniform	1e-05;1000
kdim_MMET_EGFR	kdim_MMET_EGFR	1e-05	1000	0.001882197025602	true	uniform	1e-05;1000
kdim_MMETinh	kdim_MMETinh	1e-05	1000	0.031271407854883	true	uniform	1e-05;1000
kexp_pEGFR_EGF_2_i__MKN1	kexp_pEGFR_EGF_2_i__MKN1	1e-05	1000	0.75168312329534	true	uniform	1e-05;1000
ki_AKT__MKN1	ki_AKT__MKN1	1e-05	1000	18.4692967396058	true	log10-normal	1.9542;0.2
ki_MAPK	ki_MAPK	1e-05	1000	2.17715931380425	true	uniform	1e-05;1000
ki_PI3K__MKN1	ki_PI3K__MKN1	1e-05	1000	1.31587984277014	true	uniform	1e-05;1000
ki_RAS__MKN1	ki_RAS__MKN1	1e-05	1000	0.326956568863966	true	uniform	1e-05;1000
kimp_pEGFR_EGF_2__MKN1	kimp_pEGFR_EGF_2__MKN1	0.001	1000	0.746870204508838	true	log10-normal	-0.6021;0.2
kpho_EGFR_EGF	kpho_EGFR_EGF	1e-05	1000	1.34412787040515	true	uniform	1e-05;1000
kpho_MMET	kpho_MMET	1e-05	1000	2.54267401784407	true	uniform	1e-05;1000
kpho_MMET_EGFR	kpho_MMET_EGFR	1e-05	1000	4.56300939074226	true	uniform	1e-05;1000
ksyn_EGFR__MKN1_fm	ksyn_EGFR__MKN1_fm	1e-05	1000	1.0	false	uniform	1e-05;1000
ksyn_MMET__HS746T_fm	ksyn_MMET__HS746T_fm	1e-05	1000	0.026350805070197	true	uniform	1e-05;1000
s_EGFR_ID10_HS746T_FM_EGF	s_EGFR_ID10_HS746T_FM_EGF	1e-05	1000	0.022641950376667	true	uniform	1e-05;1000
s_EGFR_ID10_HS746T_FM_EGF_CET	s_EGFR_ID10_HS746T_FM_EGF_CET	1e-05	1000	0.017375365285149	true	uniform	1e-05;1000
s_EGFR_ID12_MKN1_FM_HM	s_EGFR_ID12_MKN1_FM_HM	1e-05	1000	0.001218038538687	true	uniform	1e-05;1000
s_EGFR_ID3_HS746T_FM	s_EGFR_ID3_HS746T_FM	1e-05	1000	0.020211329370285	true	uniform	1e-05;1000
s_EGFR_ID3_MKN1_FM	s_EGFR_ID3_MKN1_FM	1e-05	1000	0.002751326970535	true	uniform	1e-05;1000
s_EGFR_ID4_HS746T_HM_3min	s_EGFR_ID4_HS746T_HM_3min	1e-05	1000	0.018855356689418	true	uniform	1e-05;1000
s_EGFR_ID4_MKN1_HM_3min	s_EGFR_ID4_MKN1_HM_3min	1e-05	1000	0.002875316021922	true	uniform	1e-05;1000
s_MMET_ID10_HS746T_FM_EGF	s_MMET_ID10_HS746T_FM_EGF	1e-05	1000	0.04315183185774	true	uniform	1e-05;1000
s_MMET_ID10_HS746T_FM_EGF_CET	s_MMET_ID10_HS746T_FM_EGF_CET	1e-05	1000	0.042269564075267	true	uniform	1e-05;1000
s_pAKT_ID12_MKN1_FM_HM	s_pAKT_ID12_MKN1_FM_HM	1e-05	1000	0.420517003782066	true	uniform	1e-05;1000
s_pAKT_ID2_HS746T_HM	s_pAKT_ID2_HS746T_HM	1e-05	1000	2.80501982215997	true	uniform	1e-05;1000
s_pAKT_ID2_MKN1_HM	s_pAKT_ID2_MKN1_HM	1e-05	1000	0.440718151667128	true	uniform	1e-05;1000
s_pAKT_ID5_MKN1_FM_15min	s_pAKT_ID5_MKN1_FM_15min	1e-05	1000	0.897109959177639	true	uniform	1e-05;1000
s_pAKT_ID5_MKN1_FM_1min	s_pAKT_ID5_MKN1_FM_1min	1e-05	1000	1.21777522131166	true	uniform	1e-05;1000
s_pAKT_ID5_MKN1_FM_240min	s_pAKT_ID5_MKN1_FM_240min	1e-05	1000	0.926211879108071	true	uniform	1e-05;1000
s_pAKT_ID5_MKN1_FM_3min	s_pAKT_ID5_MKN1_FM_3min	1e-05	1000	1.11236399961917	true	uniform	1e-05;1000
s_pAKT_ID7_HS746T_FM_15min	s_pAKT_ID7_HS746T_FM_15min	1e-05	1000	2.65760715254029	true	uniform	1e-05;1000
s_pAKT_ID7_HS746T_FM_1min	s_pAKT_ID7_HS746T_FM_1min	1e-05	1000	2.41227143035468	true	uniform	1e-05;1000
s_pAKT_ID7_HS746T_FM_240min	s_pAKT_ID7_HS746T_FM_240min	1e-05	1000	2.07673186014235	true	uniform	1e-05;1000
s_pAKT_ID7_HS746T_FM_3min	s_pAKT_ID7_HS746T_FM_3min	1e-05	1000	2.2574031908575	true	uniform	1e-05;1000
s_pAKT_ID8_HS746T_HM_15min	s_pAKT_ID8_HS746T_HM_15min	1e-05	1000	1.81277662024661	true	uniform	1e-05;1000
s_pAKT_ID8_HS746T_HM_1min	s_pAKT_ID8_HS746T_HM_1min	1e-05	1000	2.23462136505094	true	uniform	1e-05;1000
s_pAKT_ID8_HS746T_HM_240min	s_pAKT_ID8_HS746T_HM_240min	1e-05	1000	1.97275879564736	true	uniform	1e-05;1000
s_pAKT_ID8_HS746T_HM_3min	s_pAKT_ID8_HS746T_HM_3min	1e-05	1000	1.76182210051087	true	uniform	1e-05;1000
s_pAKT_ID9_HS746T_FM	s_pAKT_ID9_HS746T_FM	1e-05	1000	1.46317324180354	true	uniform	1e-05;1000
s_pAKT_ID9_HS746T_HM_30EGF	s_pAKT_ID9_HS746T_HM_30EGF	1e-05	1000	1.67698709183017	true	uniform	1e-05;1000
s_pAKT_ID9_HS746T_HM_5EGF	s_pAKT_ID9_HS746T_HM_5EGF	1e-05	1000	2.77049977664041	true	uniform	1e-05;1000
s_pEGFR_ID10_HS746T_FM_EGF	s_pEGFR_ID10_HS746T_FM_EGF	1e-05	1000	0.032354218187186	true	uniform	1e-05;1000
s_pEGFR_ID10_HS746T_FM_EGF_CET	s_pEGFR_ID10_HS746T_FM_EGF_CET	1e-05	1000	0.022400982145811	true	uniform	1e-05;1000
s_pEGFR_ID12_MKN1_FM_HM	s_pEGFR_ID12_MKN1_FM_HM	1e-05	1000	0.003947098871427	true	uniform	1e-05;1000
s_pEGFR_ID2_HS746T_HM	s_pEGFR_ID2_HS746T_HM	1e-05	1000	0.049746460699075	true	uniform	1e-05;1000
s_pEGFR_ID2_MKN1_HM	s_pEGFR_ID2_MKN1_HM	1e-05	1000	0.003753202514031	true	uniform	1e-05;1000
s_pEGFR_ID3_HS746T_FM	s_pEGFR_ID3_HS746T_FM	1e-05	1000	0.023767228793376	true	uniform	1e-05;1000
s_pEGFR_ID3_MKN1_FM	s_pEGFR_ID3_MKN1_FM	1e-05	1000	0.001662876885688	true	uniform	1e-05;1000
s_pEGFR_ID4_HS746T_HM_3min	s_pEGFR_ID4_HS746T_HM_3min	1e-05	1000	0.029958617149803	true	uniform	1e-05;1000
s_pEGFR_ID4_MKN1_HM_3min	s_pEGFR_ID4_MKN1_HM_3min	1e-05	1000	0.003148581459564	true	uniform	1e-05;1000
s_pEGFR_ID5_MKN1_FM_15min	s_pEGFR_ID5_MKN1_FM_15min	1e-05	1000	0.004074681421567	true	uniform	1e-05;1000
s_pEGFR_ID5_MKN1_FM_1min	s_pEGFR_ID5_MKN1_FM_1min	1e-05	1000	0.003385763936991	true	uniform	1e-05;1000
s_pEGFR_ID5_MKN1_FM_240min	s_pEGFR_ID5_MKN1_FM_240min	1e-05	1000	0.009235226021509	true	uniform	1e-05;1000
s_pEGFR_ID5_MKN1_FM_3min	s_pEGFR_ID5_MKN1_FM_3min	1e-05	1000	0.002985941781994	true	uniform	1e-05;1000
s_pEGFR_ID6_MKN1_HM_15min	s_pEGFR_ID6_MKN1_HM_15min	1e-05	1000	0.004380222537516	true	uniform	1e-05;1000
s_pEGFR_ID6_MKN1_HM_1min	s_pEGFR_ID6_MKN1_HM_1min	1e-05	1000	0.003271445404582	true	uniform	1e-05;1000
s_pEGFR_ID6_MKN1_HM_240min	s_pEGFR_ID6_MKN1_HM_240min	1e-05	1000	0.028853840570141	true	uniform	1e-05;1000
s_pEGFR_ID6_MKN1_HM_3min	s_pEGFR_ID6_MKN1_HM_3min	1e-05	1000	0.00301144882025	true	uniform	1e-05;1000
s_pEGFR_ID7_HS746T_FM_15min	s_pEGFR_ID7_HS746T_FM_15min	1e-05	1000	0.032417660209381	true	uniform	1e-05;1000
s_pEGFR_ID7_HS746T_FM_1min	s_pEGFR_ID7_HS746T_FM_1min	1e-05	1000	0.029022905035408	true	uniform	1e-05;1000
s_pEGFR_ID7_HS746T_FM_240min	s_pEGFR_ID7_HS746T_FM_240min	1e-05	1000	0.034954599841572	true	uniform	1e-05;1000
s_pEGFR_ID7_HS746T_FM_3min	s_pEGFR_ID7_HS746T_FM_3min	1e-05	1000	0.022998305694949	true	uniform	1e-05;1000
s_pEGFR_ID8_HS746T_HM_15min	s_pEGFR_ID8_HS746T_HM_15min	1e-05	1000	0.03051527362925	true	uniform	1e-05;1000
s_pEGFR_ID8_HS746T_HM_1min	s_pEGFR_ID8_HS746T_HM_1min	1e-05	1000	0.035259968991062	true	uniform	1e-05;1000
s_pEGFR_ID8_HS746T_HM_240min	s_pEGFR_ID8_HS746T_HM_240min	1e-05	1000	0.045161490979622	true	uniform	1e-05;1000
s_pEGFR_ID8_HS746T_HM_3min	s_pEGFR_ID8_HS746T_HM_3min	1e-05	1000	0.027187352281375	true	uniform	1e-05;1000
s_pEGFR_ID9_HS746T_FM	s_pEGFR_ID9_HS746T_FM	1e-05	1000	0.02814165776208	true	uniform	1e-05;1000
s_pEGFR_ID9_HS746T_HM_30EGF	s_pEGFR_ID9_HS746T_HM_30EGF	1e-05	1000	0.035877783271325	true	uniform	1e-05;1000
s_pEGFR_ID9_HS746T_HM_5EGF	s_pEGFR_ID9_HS746T_HM_5EGF	1e-05	1000	0.045326092436772	true	uniform	1e-05;1000
s_pEGFR_ID9b_MKN1_HM_1EGF	s_pEGFR_ID9b_MKN1_HM_1EGF	1e-05	1000	0.007407309900686	true	uniform	1e-05;1000
s_pEGFR_ID9b_MKN1_HM_5EGF	s_pEGFR_ID9b_MKN1_HM_5EGF	1e-05	1000	0.005963149846749	true	uniform	1e-05;1000
s_pMAPK_ID10_HS746T_FM_EGF	s_pMAPK_ID10_HS746T_FM_EGF	1e-05	1000	2.75179760626861	true	uniform	1e-05;1000
s_pMAPK_ID10_HS746T_FM_EGF_CET	s_pMAPK_ID10_HS746T_FM_EGF_CET	1e-05	1000	2.09484640018571	true	uniform	1e-05;1000
s_pMAPK_ID12_MKN1_FM_HM	s_pMAPK_ID12_MKN1_FM_HM	1e-05	1000	1.0356443522385	true	uniform	1e-05;1000
s_pMAPK_ID2_HS746T_HM	s_pMAPK_ID2_HS746T_HM	1e-05	1000	2.26750712900066	true	uniform	1e-05;1000
s_pMAPK_ID2_MKN1_HM	s_pMAPK_ID2_MKN1_HM	1e-05	1000	3.48658194152331	true	uniform	1e-05;1000
s_pMAPK_ID5_MKN1_FM_15min	s_pMAPK_ID5_MKN1_FM_15min	1e-05	1000	1.75751916529346	true	uniform	1e-05;1000
s_pMAPK_ID5_MKN1_FM_1min	s_pMAPK_ID5_MKN1_FM_1min	1e-05	1000	2.78052675601419	true	uniform	1e-05;1000
s_pMAPK_ID5_MKN1_FM_240min	s_pMAPK_ID5_MKN1_FM_240min	1e-05	1000	1.78273745248395	true	uniform	1e-05;1000
s_pMAPK_ID5_MKN1_FM_3min	s_pMAPK_ID5_MKN1_FM_3min	1e-05	1000	1.95249025711294	true	uniform	1e-05;1000
s_pMAPK_ID7_HS746T_FM_15min	s_pMAPK_ID7_HS746T_FM_15min	1e-05	1000	3.48167902438847	true	uniform	1e-05;1000
s_pMAPK_ID7_HS746T_FM_1min	s_pMAPK_ID7_HS746T_FM_1min	1e-05	1000	2.75650033636566	true	uniform	1e-05;1000
s_pMAPK_ID7_HS746T_FM_240min	s_pMAPK_ID7_HS746T_FM_240min	1e-05	1000	2.8055366247965	true	uniform	1e-05;1000
s_pMAPK_ID7_HS746T_FM_3min	s_pMAPK_ID7_HS746T_FM_3min	1e-05	1000	2.84771878844903	true	uniform	1e-05;1000
s_pMAPK_ID8_HS746T_HM_15min	s_pMAPK_ID8_HS746T_HM_15min	1e-05	1000	3.02010438754109	true	uniform	1e-05;1000
s_pMAPK_ID8_HS746T_HM_1min	s_pMAPK_ID8_HS746T_HM_1min	1e-05	1000	3.42012433266936	true	uniform	1e-05;1000
s_pMAPK_ID8_HS746T_HM_240min	s_pMAPK_ID8_HS746T_HM_240min	1e-05	1000	3.46418310614768	true	uniform	1e-05;1000
s_pMAPK_ID8_HS746T_HM_3min	s_pMAPK_ID8_HS746T_HM_3min	1e-05	1000	3.2806739111347	true	uniform	1e-05;1000
s_pMAPK_ID9_HS746T_FM	s_pMAPK_ID9_HS746T_FM	1e-05	1000	2.73484642503994	true	uniform	1e-05;1000
s_pMAPK_ID9_HS746T_HM_30EGF	s_pMAPK_ID9_HS746T_HM_30EGF	1e-05	1000	2.69206872396775	true	uniform	1e-05;1000
s_pMAPK_ID9_HS746T_HM_5EGF	s_pMAPK_ID9_HS746T_HM_5EGF	1e-05	1000	3.90947213211999	true	uniform	1e-05;1000
s_pMAPK_ID9b_MKN1_HM_1EGF	s_pMAPK_ID9b_MKN1_HM_1EGF	1e-05	1000	1.6948428658029	true	uniform	1e-05;1000
s_pMAPK_ID9b_MKN1_HM_5EGF	s_pMAPK_ID9b_MKN1_HM_5EGF	1e-05	1000	1.84081247605791	true	uniform	1e-05;1000
xi_ka_PI3K_pMMET_2	xi_ka_PI3K_pMMET_2	0.001	1000	301.340865539045	true	log10-normal	0;3
xi_ka_PI3K_pMMET_pEGFR	xi_ka_PI3K_pMMET_pEGFR	0.001	1000	0.765472157713775	true	log10-normal	0;3
xi_ka_RAS_pMMET_2	xi_ka_RAS_pMMET_2	0.001	1000	0.449351471804434	true	log10-normal	0;3
xi_ka_RAS_pMMET_pEGFR	xi_ka_RAS_pMMET_pEGFR	0.001	1000	0.253561151358926	true	log10-normal	0;3
xi_kdeg_pMMET_2_i	xi_kdeg_pMMET_2_i	0.001	1000	0.783710318142686	true	log10-normal	0;3
xi_kdeg_pMMET_pEGFR_i	xi_kdeg_pMMET_pEGFR_i	0.001	1000	3.53345024355609	true	log10-normal	0;3
xi_kdim_MMET	xi_kdim_MMET	0.001	1000	0.974771379091693	true	log10-normal	0;3
xi_kdim_MMET_EGFR	xi_kdim_MMET_EGFR	0.001	1000	1.00042475919183	true	log10-normal	0;3
xi_kexp_pMMET_2_i	xi_kexp_pMMET_2_i	0.001	1000	1.24320885340702	true	log10-normal	0;3
xi_kexp_pMMET_pEGFR_i	xi_kexp_pMMET_pEGFR_i	0.001	1000	0.286399421450953	true	log10-normal	0;3
xi_ki_MPI3K	xi_ki_MPI3K	0.001	1	0.003220284184053	true	log10-normal	-1;3
xi_kimp_pMMET_2	xi_kimp_pMMET_2	0.001	1000	0.07715387806275	true	log10-normal	0;3
xi_kimp_pMMET_pEGFR	xi_kimp_pMMET_pEGFR	0.001	1000	0.007960053436549	true	log10-normal	0;3
xi_kpho_MMET	xi_kpho_MMET	1e-05	1000	0.008327768813772	true	uniform	1e-05;1000
xi_kpho_MMET_EGFR	xi_kpho_MMET_EGFR	1e-05	1000	0.069673144126817	true	uniform	1e-05;1000
