experimentId	observableId	measurement	time	observableParameters	noiseParameters
experiment__model1_data1___model1_data122	pMAPK_ID7_HS746T_FM_3min	0.900491878892925	3.0	s_pMAPK_ID7_HS746T_FM_3min	0.077310689567689
experiment__model1_data1___model1_data123	pAKT_ID7_HS746T_FM_15min	1.14877145873026	15.0	s_pAKT_ID7_HS746T_FM_15min	0.09668900014182
experiment__model1_data1___model1_data123	pEGFR_ID7_HS746T_FM_15min	0.988646144785488	15.0	s_pEGFR_ID7_HS746T_FM_15min	0.131164064380275
experiment__model1_data1___model1_data123	pMAPK_ID7_HS746T_FM_15min	1.07372606402994	15.0	s_pMAPK_ID7_HS746T_FM_15min	0.084642274840092
experiment__model1_data1___model1_data124	pAKT_ID7_HS746T_FM_15min	0.971044525891618	15.0	s_pAKT_ID7_HS746T_FM_15min	0.09668900014182
experiment__model1_data1___model1_data124	pEGFR_ID7_HS746T_FM_15min	0.785545312074431	15.0	s_pEGFR_ID7_HS746T_FM_15min	0.131164064380275
experiment__model1_data1___model1_data124	pMAPK_ID7_HS746T_FM_15min	1.10017119177002	15.0	s_pMAPK_ID7_HS746T_FM_15min	0.084642274840092
experiment__model1_data1___model1_data125	pAKT_ID7_HS746T_FM_15min	1.04567020806588	15.0	s_pAKT_ID7_HS746T_FM_15min	0.09668900014182
experiment__model1_data1___model1_data125	pEGFR_ID7_HS746T_FM_15min	0.823077499084854	15.0	s_pEGFR_ID7_HS746T_FM_15min	0.131164064380275
experiment__model1_data1___model1_data125	pMAPK_ID7_HS746T_FM_15min	1.12292226823064	15.0	s_pMAPK_ID7_HS746T_FM_15min	0.084642274840092
experiment__model1_data1___model1_data126	pAKT_ID7_HS746T_FM_15min	0.99881168147488	15.0	s_pAKT_ID7_HS746T_FM_15min	0.09668900014182
experiment__model1_data1___model1_data126	pEGFR_ID7_HS746T_FM_15min	0.964508706521804	15.0	s_pEGFR_ID7_HS746T_FM_15min	0.131164064380275
experiment__model1_data1___model1_data126	pMAPK_ID7_HS746T_FM_15min	1.09785992435173	15.0	s_pMAPK_ID7_HS746T_FM_15min	0.084642274840092
experiment__model1_data1___model1_data127	pAKT_ID7_HS746T_FM_15min	0.899688254467984	15.0	s_pAKT_ID7_HS746T_FM_15min	0.09668900014182
experiment__model1_data1___model1_data127	pEGFR_ID7_HS746T_FM_15min	0.749206744012325	15.0	s_pEGFR_ID7_HS746T_FM_15min	0.131164064380275
experiment__model1_data1___model1_data127	pMAPK_ID7_HS746T_FM_15min	1.01004600147623	15.0	s_pMAPK_ID7_HS746T_FM_15min	0.084642274840092
experiment__model1_data1___model1_data128	pAKT_ID7_HS746T_FM_15min	1.02953625561409	15.0	s_pAKT_ID7_HS746T_FM_15min	0.09668900014182
experiment__model1_data1___model1_data128	pEGFR_ID7_HS746T_FM_15min	0.825064421322462	15.0	s_pEGFR_ID7_HS746T_FM_15min	0.131164064380275
experiment__model1_data1___model1_data128	pMAPK_ID7_HS746T_FM_15min	1.05993536621938	15.0	s_pMAPK_ID7_HS746T_FM_15min	0.084642274840092
experiment__model1_data1___model1_data129	pAKT_ID7_HS746T_FM_240min	0.705875559421214	240.0	s_pAKT_ID7_HS746T_FM_240min	0.077801822262295
experiment__model1_data1___model1_data129	pEGFR_ID7_HS746T_FM_240min	0.581529024691005	240.0	s_pEGFR_ID7_HS746T_FM_240min	0.108958898317643
experiment__model1_data1___model1_data129	pMAPK_ID7_HS746T_FM_240min	0.729035686291303	240.0	s_pMAPK_ID7_HS746T_FM_240min	0.075018587731444
experiment__model1_data3___model1_data13	EGFR_ID3_MKN1_FM	1.41175438067633	3.0	s_EGFR_ID3_MKN1_FM	0.186346953482639
experiment__model1_data3___model1_data13	pEGFR_ID3_MKN1_FM	0.085080238135595	3.0	s_pEGFR_ID3_MKN1_FM	0.040279437893294
experiment__model1_data1___model1_data130	pAKT_ID7_HS746T_FM_240min	0.835671674432558	240.0	s_pAKT_ID7_HS746T_FM_240min	0.077801822262295
experiment__model1_data1___model1_data130	pEGFR_ID7_HS746T_FM_240min	0.762352773755802	240.0	s_pEGFR_ID7_HS746T_FM_240min	0.108958898317643
experiment__model1_data1___model1_data130	pMAPK_ID7_HS746T_FM_240min	0.820038109948054	240.0	s_pMAPK_ID7_HS746T_FM_240min	0.075018587731444
experiment__model1_data1___model1_data131	pAKT_ID7_HS746T_FM_240min	0.848290517124423	240.0	s_pAKT_ID7_HS746T_FM_240min	0.077801822262295
experiment__model1_data1___model1_data131	pEGFR_ID7_HS746T_FM_240min	0.863622607723093	240.0	s_pEGFR_ID7_HS746T_FM_240min	0.108958898317643
experiment__model1_data1___model1_data131	pMAPK_ID7_HS746T_FM_240min	0.881212661499279	240.0	s_pMAPK_ID7_HS746T_FM_240min	0.075018587731444
experiment__model1_data1___model1_data132	pAKT_ID7_HS746T_FM_240min	0.967560994756625	240.0	s_pAKT_ID7_HS746T_FM_240min	0.077801822262295
experiment__model1_data1___model1_data132	pEGFR_ID7_HS746T_FM_240min	0.71642354123967	240.0	s_pEGFR_ID7_HS746T_FM_240min	0.108958898317643
experiment__model1_data1___model1_data132	pMAPK_ID7_HS746T_FM_240min	0.857045079725547	240.0	s_pMAPK_ID7_HS746T_FM_240min	0.075018587731444
experiment__model1_data1___model1_data133	pAKT_ID7_HS746T_FM_240min	0.952191065902479	240.0	s_pAKT_ID7_HS746T_FM_240min	0.077801822262295
experiment__model1_data1___model1_data133	pEGFR_ID7_HS746T_FM_240min	0.684664084284413	240.0	s_pEGFR_ID7_HS746T_FM_240min	0.108958898317643
experiment__model1_data1___model1_data133	pMAPK_ID7_HS746T_FM_240min	0.850674316741289	240.0	s_pMAPK_ID7_HS746T_FM_240min	0.075018587731444
experiment__model1_data1___model1_data134	pAKT_ID7_HS746T_FM_240min	0.901509957391466	240.0	s_pAKT_ID7_HS746T_FM_240min	0.077801822262295
experiment__model1_data1___model1_data134	pEGFR_ID7_HS746T_FM_240min	0.929462353327339	240.0	s_pEGFR_ID7_HS746T_FM_240min	0.108958898317643
experiment__model1_data1___model1_data134	pMAPK_ID7_HS746T_FM_240min	0.786935316664272	240.0	s_pMAPK_ID7_HS746T_FM_240min	0.075018587731444
experiment__model1_data2___model1_data135	pAKT_ID8_HS746T_HM_1min	0.80999305834669	1.0	s_pAKT_ID8_HS746T_HM_1min	0.094127597800096
experiment__model1_data2___model1_data135	pEGFR_ID8_HS746T_HM_1min	0.461739418046493	1.0	s_pEGFR_ID8_HS746T_HM_1min	0.094199322579745
experiment__model1_data2___model1_data135	pMAPK_ID8_HS746T_HM_1min	0.775683502267552	1.0	s_pMAPK_ID8_HS746T_HM_1min	0.063627139263405
experiment__model1_data2___model1_data136	pAKT_ID8_HS746T_HM_1min	0.938626456047285	1.0	s_pAKT_ID8_HS746T_HM_1min	0.094127597800096
experiment__model1_data2___model1_data136	pEGFR_ID8_HS746T_HM_1min	0.515070682119854	1.0	s_pEGFR_ID8_HS746T_HM_1min	0.094199322579745
experiment__model1_data2___model1_data136	pMAPK_ID8_HS746T_HM_1min	0.976957273153096	1.0	s_pMAPK_ID8_HS746T_HM_1min	0.063627139263405
experiment__model1_data2___model1_data137	pAKT_ID8_HS746T_HM_1min	1.04800769050898	1.0	s_pAKT_ID8_HS746T_HM_1min	0.094127597800096
experiment__model1_data2___model1_data137	pEGFR_ID8_HS746T_HM_1min	0.587618210460536	1.0	s_pEGFR_ID8_HS746T_HM_1min	0.094199322579745
experiment__model1_data2___model1_data137	pMAPK_ID8_HS746T_HM_1min	1.01432408923488	1.0	s_pMAPK_ID8_HS746T_HM_1min	0.063627139263405
experiment__model1_data2___model1_data138	pAKT_ID8_HS746T_HM_1min	0.853371635741712	1.0	s_pAKT_ID8_HS746T_HM_1min	0.094127597800096
experiment__model1_data2___model1_data138	pEGFR_ID8_HS746T_HM_1min	0.69724538463618	1.0	s_pEGFR_ID8_HS746T_HM_1min	0.094199322579745
experiment__model1_data2___model1_data138	pMAPK_ID8_HS746T_HM_1min	0.82569905505903	1.0	s_pMAPK_ID8_HS746T_HM_1min	0.063627139263405
experiment__model1_data2___model1_data139	pAKT_ID8_HS746T_HM_1min	0.935503503016815	1.0	s_pAKT_ID8_HS746T_HM_1min	0.094127597800096
experiment__model1_data2___model1_data139	pEGFR_ID8_HS746T_HM_1min	0.71205901196766	1.0	s_pEGFR_ID8_HS746T_HM_1min	0.094199322579745
experiment__model1_data2___model1_data139	pMAPK_ID8_HS746T_HM_1min	1.0458326360967	1.0	s_pMAPK_ID8_HS746T_HM_1min	0.063627139263405
experiment__model1_data3___model1_data14	EGFR_ID3_MKN1_FM	1.18664951171309	3.0	s_EGFR_ID3_MKN1_FM	0.186346953482639
experiment__model1_data3___model1_data14	pEGFR_ID3_MKN1_FM	0.069762903807168	3.0	s_pEGFR_ID3_MKN1_FM	0.040279437893294
experiment__model1_data2___model1_data140	pAKT_ID8_HS746T_HM_1min	0.951197134725904	1.0	s_pAKT_ID8_HS746T_HM_1min	0.094127597800096
experiment__model1_data2___model1_data140	pEGFR_ID8_HS746T_HM_1min	0.765377006029999	1.0	s_pEGFR_ID8_HS746T_HM_1min	0.094199322579745
experiment__model1_data2___model1_data140	pMAPK_ID8_HS746T_HM_1min	1.09403269560096	1.0	s_pMAPK_ID8_HS746T_HM_1min	0.063627139263405
experiment__model1_data2___model1_data141	pAKT_ID8_HS746T_HM_3min	0.611653776141608	3.0	s_pAKT_ID8_HS746T_HM_3min	0.156187134241276
experiment__model1_data2___model1_data141	pEGFR_ID8_HS746T_HM_3min	0.389722890572657	3.0	s_pEGFR_ID8_HS746T_HM_3min	0.062867414836277
experiment__model1_data2___model1_data141	pMAPK_ID8_HS746T_HM_3min	0.819035657394737	3.0	s_pMAPK_ID8_HS746T_HM_3min	0.120505702825591
experiment__model1_data2___model1_data142	pAKT_ID8_HS746T_HM_3min	0.66768672226245	3.0	s_pAKT_ID8_HS746T_HM_3min	0.156187134241276
experiment__model1_data2___model1_data142	pEGFR_ID8_HS746T_HM_3min	0.477562901754146	3.0	s_pEGFR_ID8_HS746T_HM_3min	0.062867414836277
experiment__model1_data2___model1_data142	pMAPK_ID8_HS746T_HM_3min	0.997363629036355	3.0	s_pMAPK_ID8_HS746T_HM_3min	0.120505702825591
experiment__model1_data2___model1_data143	pAKT_ID8_HS746T_HM_3min	0.812328544832234	3.0	s_pAKT_ID8_HS746T_HM_3min	0.156187134241276
experiment__model1_data2___model1_data143	pEGFR_ID8_HS746T_HM_3min	0.397837930770475	3.0	s_pEGFR_ID8_HS746T_HM_3min	0.062867414836277
experiment__model1_data2___model1_data143	pMAPK_ID8_HS746T_HM_3min	0.906636064873127	3.0	s_pMAPK_ID8_HS746T_HM_3min	0.120505702825591
experiment__model1_data2___model1_data144	pAKT_ID8_HS746T_HM_3min	0.916790166332549	3.0	s_pAKT_ID8_HS746T_HM_3min	0.156187134241276
experiment__model1_data2___model1_data144	pEGFR_ID8_HS746T_HM_3min	0.811855452226938	3.0	s_pEGFR_ID8_HS746T_HM_3min	0.062867414836277
experiment__model1_data2___model1_data144	pMAPK_ID8_HS746T_HM_3min	0.929113287780647	3.0	s_pMAPK_ID8_HS746T_HM_3min	0.120505702825591
experiment__model1_data2___model1_data145	pAKT_ID8_HS746T_HM_3min	0.925679249339252	3.0	s_pAKT_ID8_HS746T_HM_3min	0.156187134241276
experiment__model1_data2___model1_data145	pEGFR_ID8_HS746T_HM_3min	0.686126784517304	3.0	s_pEGFR_ID8_HS746T_HM_3min	0.062867414836277
experiment__model1_data2___model1_data145	pMAPK_ID8_HS746T_HM_3min	0.971993436813634	3.0	s_pMAPK_ID8_HS746T_HM_3min	0.120505702825591
experiment__model1_data2___model1_data146	pAKT_ID8_HS746T_HM_3min	0.854004866294641	3.0	s_pAKT_ID8_HS746T_HM_3min	0.156187134241276
experiment__model1_data2___model1_data146	pEGFR_ID8_HS746T_HM_3min	0.501582312829978	3.0	s_pEGFR_ID8_HS746T_HM_3min	0.062867414836277
experiment__model1_data2___model1_data146	pMAPK_ID8_HS746T_HM_3min	1.07212505370043	3.0	s_pMAPK_ID8_HS746T_HM_3min	0.120505702825591
experiment__model1_data2___model1_data147	pAKT_ID8_HS746T_HM_15min	0.701502756648301	15.0	s_pAKT_ID8_HS746T_HM_15min	0.135839007936218
experiment__model1_data2___model1_data147	pEGFR_ID8_HS746T_HM_15min	0.449938102385292	15.0	s_pEGFR_ID8_HS746T_HM_15min	0.116699609718054
experiment__model1_data2___model1_data147	pMAPK_ID8_HS746T_HM_15min	0.763033946869818	15.0	s_pMAPK_ID8_HS746T_HM_15min	0.11539687207894
experiment__model1_data2___model1_data148	pAKT_ID8_HS746T_HM_15min	0.706412252918289	15.0	s_pAKT_ID8_HS746T_HM_15min	0.135839007936218
experiment__model1_data2___model1_data148	pEGFR_ID8_HS746T_HM_15min	0.398467670963255	15.0	s_pEGFR_ID8_HS746T_HM_15min	0.116699609718054
experiment__model1_data2___model1_data148	pMAPK_ID8_HS746T_HM_15min	0.786681954191188	15.0	s_pMAPK_ID8_HS746T_HM_15min	0.11539687207894
experiment__model1_data2___model1_data149	pAKT_ID8_HS746T_HM_15min	0.768359463623681	15.0	s_pAKT_ID8_HS746T_HM_15min	0.135839007936218
experiment__model1_data2___model1_data149	pEGFR_ID8_HS746T_HM_15min	0.459323017314806	15.0	s_pEGFR_ID8_HS746T_HM_15min	0.116699609718054
experiment__model1_data2___model1_data149	pMAPK_ID8_HS746T_HM_15min	0.809702577144338	15.0	s_pMAPK_ID8_HS746T_HM_15min	0.11539687207894
experiment__model1_data3___model1_data15	EGFR_ID3_MKN1_FM	1.04842572085139	3.0	s_EGFR_ID3_MKN1_FM	0.186346953482639
experiment__model1_data3___model1_data15	pEGFR_ID3_MKN1_FM	0.077834289318291	3.0	s_pEGFR_ID3_MKN1_FM	0.040279437893294
experiment__model1_data2___model1_data150	pAKT_ID8_HS746T_HM_15min	0.892871821648809	15.0	s_pAKT_ID8_HS746T_HM_15min	0.135839007936218
experiment__model1_data2___model1_data150	pEGFR_ID8_HS746T_HM_15min	0.731652098352595	15.0	s_pEGFR_ID8_HS746T_HM_15min	0.116699609718054
experiment__model1_data2___model1_data150	pMAPK_ID8_HS746T_HM_15min	1.01501160822516	15.0	s_pMAPK_ID8_HS746T_HM_15min	0.11539687207894
experiment__model1_data2___model1_data151	pAKT_ID8_HS746T_HM_15min	0.830493913914342	15.0	s_pAKT_ID8_HS746T_HM_15min	0.135839007936218
experiment__model1_data2___model1_data151	pEGFR_ID8_HS746T_HM_15min	0.613540161337976	15.0	s_pEGFR_ID8_HS746T_HM_15min	0.116699609718054
experiment__model1_data2___model1_data151	pMAPK_ID8_HS746T_HM_15min	1.02026226851065	15.0	s_pMAPK_ID8_HS746T_HM_15min	0.11539687207894
experiment__model1_data2___model1_data152	pAKT_ID8_HS746T_HM_15min	0.779896039983213	15.0	s_pAKT_ID8_HS746T_HM_15min	0.135839007936218
experiment__model1_data2___model1_data152	pEGFR_ID8_HS746T_HM_15min	0.501343065569755	15.0	s_pEGFR_ID8_HS746T_HM_15min	0.116699609718054
experiment__model1_data2___model1_data152	pMAPK_ID8_HS746T_HM_15min	0.939808872000835	15.0	s_pMAPK_ID8_HS746T_HM_15min	0.11539687207894
experiment__model1_data2___model1_data153	pAKT_ID8_HS746T_HM_240min	0.904285937678503	240.0	s_pAKT_ID8_HS746T_HM_240min	0.116473158618275
experiment__model1_data2___model1_data153	pEGFR_ID8_HS746T_HM_240min	0.537956485755423	240.0	s_pEGFR_ID8_HS746T_HM_240min	0.092975967035616
experiment__model1_data2___model1_data153	pMAPK_ID8_HS746T_HM_240min	0.913696986569374	240.0	s_pMAPK_ID8_HS746T_HM_240min	0.09557775718335
experiment__model1_data2___model1_data154	pAKT_ID8_HS746T_HM_240min	0.861649361379581	240.0	s_pAKT_ID8_HS746T_HM_240min	0.116473158618275
experiment__model1_data2___model1_data154	pEGFR_ID8_HS746T_HM_240min	0.671511601648846	240.0	s_pEGFR_ID8_HS746T_HM_240min	0.092975967035616
experiment__model1_data2___model1_data154	pMAPK_ID8_HS746T_HM_240min	1.04529407724789	240.0	s_pMAPK_ID8_HS746T_HM_240min	0.09557775718335
experiment__model1_data2___model1_data155	pAKT_ID8_HS746T_HM_240min	0.665582862918167	240.0	s_pAKT_ID8_HS746T_HM_240min	0.116473158618275
experiment__model1_data2___model1_data155	pEGFR_ID8_HS746T_HM_240min	0.55538425130029	240.0	s_pEGFR_ID8_HS746T_HM_240min	0.092975967035616
experiment__model1_data2___model1_data155	pMAPK_ID8_HS746T_HM_240min	0.752385899227858	240.0	s_pMAPK_ID8_HS746T_HM_240min	0.09557775718335
experiment__model1_data2___model1_data156	pAKT_ID8_HS746T_HM_240min	0.933457849979882	240.0	s_pAKT_ID8_HS746T_HM_240min	0.116473158618275
experiment__model1_data2___model1_data156	pEGFR_ID8_HS746T_HM_240min	0.547902552436037	240.0	s_pEGFR_ID8_HS746T_HM_240min	0.092975967035616
experiment__model1_data2___model1_data156	pMAPK_ID8_HS746T_HM_240min	1.0160507185686	240.0	s_pMAPK_ID8_HS746T_HM_240min	0.09557775718335
experiment__model1_data2___model1_data157	pAKT_ID8_HS746T_HM_240min	0.840436420983218	240.0	s_pAKT_ID8_HS746T_HM_240min	0.116473158618275
experiment__model1_data2___model1_data157	pEGFR_ID8_HS746T_HM_240min	0.60140821229462	240.0	s_pEGFR_ID8_HS746T_HM_240min	0.092975967035616
experiment__model1_data2___model1_data157	pMAPK_ID8_HS746T_HM_240min	1.02970177942963	240.0	s_pMAPK_ID8_HS746T_HM_240min	0.09557775718335
experiment__model1_data2___model1_data158	pAKT_ID8_HS746T_HM_240min	0.764307732877417	240.0	s_pAKT_ID8_HS746T_HM_240min	0.116473158618275
experiment__model1_data2___model1_data158	pEGFR_ID8_HS746T_HM_240min	0.566609899675675	240.0	s_pEGFR_ID8_HS746T_HM_240min	0.092975967035616
experiment__model1_data2___model1_data158	pMAPK_ID8_HS746T_HM_240min	0.884799216010019	240.0	s_pMAPK_ID8_HS746T_HM_240min	0.09557775718335
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.565445844457666	0.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.732979222025796	1.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.631301970555493	2.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.495852183912673	3.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.717049093702264	5.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.630036385820769	7.5	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.551192021272169	15.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.531406444455981	30.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pAKT_ID9_HS746T_FM	0.415840966503487	60.0	s_pAKT_ID9_HS746T_FM	0.187885550973528
experiment__model1_data1___model1_data159	pEGFR_ID9_HS746T_FM	0.727277488756149	0.0	s_pEGFR_ID9_HS746T_FM	0.218268364265619
